API Well Number,Production Information,Formation Tops,Casing and Cementing,Hole Number,Well Name,Company Name,Well Type,Well Status,Objective Formation,Producing Formation,County,Town,Map Quadrangle,Quad Section Code,Field,Status Date,Permit Application Date,Permit Issued Date,Spud/Start Drilling Date,Total Depth Date,Well Completion Date,Plugging & Abandonment Date,Confidential Expiration Date,Confid. Period Type,Subject to Financial Security,Well Orientation,NYSDEC Region,State Lease,Proposed Total Depth,Surface Longitude,Surface Latitude,Bottom Hole Longitude,Bottom Hole Latitude,True Vertical Depth,Bottom Hole Total Measured Depth,Kickoff Depth,Drilled Depth,Proposed Well Type,Spacing,Spacing Acres,Integration,Hearing Date,Last Modified Date
31-029-22387-00-00 ,Yes,Yes,Yes,22387,Stock; M 1,Greenway Energy LLC,Gas Development,Active,Medina,Grimsby,Erie,Elma,East Aurora,A,Elma,,5/23/1993,6/23/1993,7/7/1993,7/9/1993,7/21/1993,,7/7/1995,Released,1,Vertical,9,NA,1428,-78.5997,42.849875,-78.5997,42.849875,1425,1425,0,1425,Not Listed,,,,,1/16/2026
31-029-22388-00-00 ,Yes,Yes,Yes,22388,Bowman; B 2,Greenway Energy LLC,Gas Development,Active,Medina,Grimsby,Erie,Brant,Farnham,E,Brant-Eden,,6/28/1993,7/9/1993,7/21/1993,7/26/1993,8/5/1993,,7/21/1995,Released,1,Vertical,9,NA,1918,-79.05766,42.57836,-79.05766,42.57836,1936,1936,0,1936,Not Listed,,,,,12/13/2019
31-029-22389-00-00 ,Yes,Yes,Yes,22389,Bartha; D 1,Greenway Energy LLC,Gas Development,Active,Medina,Medina,Erie,Evans,Angola,I,Lakeview,,6/24/1993,7/12/1993,8/3/1993,8/10/1993,8/16/1993,,2/3/1994,Released,1,Vertical,9,NA,1830,-79.0362,42.62766,-79.0362,42.62766,1851,1851,0,1851,Not Listed,,,,,9/30/2024
31-029-22390-00-00 ,Yes,Yes,Yes,22390,Henderson; H 1,Envirogas Inc.,Gas Development,Plugged and Abandoned,Medina,Grimsby,Erie,Elma,East Aurora,A,Elma,11/3/2025,5/6/1993,11/22/1993,12/20/1993,12/22/1993,1/4/1994,11/3/2025,12/20/1995,Pre-1989 Well (N/A),1,Vertical,9,NA,1428,-78.6096,42.85878,-78.6096,42.85878,1426,1426,0,1426,Not Listed,,,,,4/16/2026
31-029-22391-00-00 ,Yes,Yes,Yes,22391,Dunn; R 1,Greenway Energy LLC,Gas Development,Active,Medina,Grimsby,Erie,Eden,Eden,I,Brant-Eden,,7/19/1993,7/22/1993,7/29/1993,8/3/1993,8/11/1993,,7/29/1995,Released,1,Vertical,9,NA,2094,-78.906663,42.639471,-78.906663,42.639471,2078,2078,0,2078,Not Listed,,,,,9/30/2024
31-029-22395-00-00 ,Yes,Yes,Yes,22395,Spittler; D 1,Greenway Energy LLC,Gas Development,Active,Medina,Grimsby,Erie,Eden,Eden,E,Brant-Eden,,2/22/1993,8/18/1993,8/20/1993,8/24/1993,8/31/1993,,8/20/1995,Released,1,Vertical,9,NA,1630,-78.92191,42.69531,-78.92191,42.69531,1662,1662,0,1662,Not Listed,,,,,1/16/2026
31-029-22397-00-00 ,No,Yes,Yes,22397,Kopp C 7294,Empire Exploration Inc.,Dry Hole,Plugged and Abandoned,Oswego,Medina,Erie,West Seneca,Buffalo SE,F,West Seneca,10/19/1993,8/9/1993,8/20/1993,9/30/1993,10/5/1993,10/19/1993,10/19/1993,9/30/1995,Released,0,Vertical,9,NA,2200,-78.76506,42.82514,-78.76506,42.82514,2200,2200,0,2200,Not Listed,,,,,10/2/1995
31-029-22405-00-00 ,Yes,Yes,Yes,22405,Fuchs; E 1,Greenway Energy LLC,Gas Development,Active,Medina,Grimsby,Erie,Brant,Farnham,E,Brant-Eden,,9/2/1993,9/7/1993,9/10/1993,9/13/1993,9/21/1993,,9/10/1995,Released,1,Vertical,9,NA,1912,-79.05766,42.57377,-79.05766,42.57377,1920,1920,0,1920,Not Listed,,,,,9/30/2024
31-029-22412-00-00 ,Yes,Yes,Yes,22412,Witkowski; N 1,Witkowski Dave,Gas Development,Active,Medina,Grimsby,Erie,Boston,Hamburg,H,Brant-Eden,,9/14/1993,9/22/1993,9/24/1993,9/29/1993,10/13/1993,,9/24/1995,Released,1,Vertical,9,NA,2440,-78.80296,42.65537,-78.80296,42.65537,2420,2420,0,2420,Not Listed,,,,,12/13/2019
31-029-22418-00-00 ,Yes,Yes,Yes,22418,Schmidt/Blitzer 1,Greenway Energy LLC,Gas Development,Active,Medina,Grimsby,Erie,Newstead,Akron,G,Alden-Lancaster,,9/21/1993,9/30/1993,11/2/1993,11/5/1993,11/11/1993,,11/2/1995,Released,1,Vertical,9,NA,1053,-78.47974,43.00499,-78.47974,43.00499,1053,1053,0,1053,Not Listed,,,,,1/16/2026
31-029-22436-00-00 ,Yes,Yes,Yes,22436,Eye; V 1,Greenway Energy LLC,Gas Development,Active,Medina,Grimsby,Erie,Eden,Eden,E,Brant-Eden,,10/3/1993,10/13/1993,10/15/1993,10/19/1993,10/27/1993,,10/15/1995,Released,1,Vertical,9,NA,1640,-78.92567,42.69028,-78.92567,42.69028,1629,1629,0,1629,Not Listed,,,,,7/7/2025
31-029-22441-00-00 ,Yes,Yes,Yes,22441,Vankuren E 1,Greenway Energy LLC,Gas Development,Active,Medina,Grimsby,Erie,Alden,Corfu,G,Alden-Lancaster,,10/29/1993,11/4/1993,11/8/1993,11/10/1993,11/16/1993,,11/8/1995,Released,1,Vertical,9,NA,1360,-78.48327,42.91549,-78.48327,42.91549,1351,1351,0,1351,Not Listed,,,,,12/13/2019
31-029-22446-00-00 ,Yes,Yes,Yes,22446,Harder; W 1a,Greenway Energy LLC,Gas Development,Active,Medina,Grimsby,Erie,Boston,Hamburg,E,Brant-Eden,,11/16/1993,11/18/1993,12/9/1993,12/13/1993,12/21/1993,,12/9/1995,Released,1,Vertical,9,NA,2370,-78.80486,42.66861,-78.80486,42.66861,2302,2302,0,2302,Not Listed,,,,,12/13/2019
31-029-22447-00-00 ,Yes,Yes,Yes,22447,Schwippert; J 1,Greenway Energy LLC,Gas Development,Active,Medina,Grimsby,Erie,Eden,Eden,E,Brant-Eden,,11/16/1993,11/18/1993,11/23/1993,12/1/1993,12/7/1993,,11/23/1995,Released,1,Vertical,9,NA,1646,-78.91977,42.69093,-78.91977,42.69093,1675,1675,0,1675,Not Listed,,,,,1/16/2026
31-029-22451-00-00 ,No,Yes,No,22451,Geraci; J 1,Envirogas Inc.,Not Listed,Transferred Permit,Medina,Not Applicable,Erie,Alden,Corfu,D,Not Applicable,12/23/1993,12/10/1993,12/22/1993,,,,,,Pre-1989 Well (N/A),0,Vertical,9,NA,1360,-78.48657,42.91961,-78.48657,42.91961,0,0,0,0,Not Listed,,,,,12/22/1993
31-029-22454-00-00 ,Yes,Yes,Yes,22454,Telaak; R 1,Greenway Energy LLC,Gas Development,Active,Medina,Grimsby,Erie,Boston,Hamburg,E,Brant-Eden,,12/22/1993,12/24/1993,1/6/1994,1/11/1994,1/26/1994,,1/6/1996,Released,1,Vertical,9,NA,2112,-78.81134,42.66934,-78.81134,42.66934,2233,2233,0,2233,Not Listed,,,,,12/13/2019
31-029-22455-00-00 ,Yes,Yes,Yes,22455,Vankuran; E 2,Greenway Energy LLC,Gas Development,Active,Medina,Grimsby,Erie,Alden,Corfu,D,Alden-Lancaster,,12/22/1993,12/24/1993,12/29/1993,1/4/1994,1/12/1994,,12/29/1995,Released,1,Vertical,9,NA,1360,-78.4835,42.92003,-78.4835,42.92003,1355,1355,0,1355,Not Listed,,,,,12/13/2019
31-029-22471-00-00 ,Yes,Yes,Yes,22471,Carlsen; A 1,Greenway Energy LLC,Gas Development,Active,Medina,Medina,Erie,Sardinia,Sardinia,F,Sardinia,,3/11/1994,3/18/1994,3/25/1994,5/27/1994,6/2/1994,,9/25/1994,Released,1,Vertical,9,NA,3200,-78.52074,42.54874,-78.52074,42.54874,3310,3310,0,3310,Not Listed,,,,,12/13/2019
31-029-22472-00-00 ,Yes,Yes,Yes,22472,Laca; A 1,PPP Future Development Inc.,Gas Development,Active,Medina,Medina,Erie,Concord,Springville,D,Concord,,3/4/1994,3/18/1994,3/26/1994,6/16/1994,6/29/1994,,9/26/1994,Released,1,Vertical,9,NA,3255,-78.72711,42.56507,-78.72711,42.56507,3225,3225,0,3225,Not Listed,,,,,11/21/2024
31-029-22473-00-00 ,Yes,Yes,Yes,22473,Shevlin; T 1,Greenway Energy LLC,Gas Development,Inactive,Medina,Medina,Erie,Wales,East Aurora,H,Buffalo Creek,12/31/2024,3/4/1994,3/18/1994,3/28/1994,4/28/1994,5/5/1994,,9/24/1994,Released,1,Vertical,9,NA,2100,-78.57396,42.7798,-78.57396,42.7798,1905,1905,0,1905,Not Listed,,,,,7/8/2025
31-029-22522-00-00 ,Yes,Yes,Yes,22522,Thompson 1,Schreiner Oil and Gas Inc.,Gas Development,Inactive,Medina,Medina,Erie,Aurora,Colden,C,East Aurora,,9/30/1994,10/11/1994,11/3/1994,11/9/1994,1/17/1995,,5/3/1995,Released,1,Vertical,9,NA,2200,-78.66412,42.74864,-78.66412,42.74864,1952,1952,0,1952,Not Listed,,,,,8/15/2023
31-029-22524-00-00 ,Yes,Yes,Yes,22524,Yates 1s,Schreiner Oil and Gas Inc.,Gas Development,Inactive,Medina,Medina,Erie,Aurora,Colden,B,East Aurora,,9/30/1994,10/14/1994,11/11/1994,11/15/1994,12/7/1994,,5/11/1995,Released,1,Vertical,9,NA,2100,-78.69438,42.74291,-78.69438,42.74291,2075,2075,0,2075,Not Listed,,,,,8/15/2023
31-029-22533-00-00 ,Yes,Yes,Yes,22533,Skotnicki 1,Schreiner Oil and Gas Inc.,Gas Development,Inactive,Medina,Medina,Erie,Aurora,Colden,B,East Aurora,,10/20/1994,11/10/1994,11/16/1994,11/19/1994,1/11/1995,,5/16/1995,Released,1,Vertical,9,NA,2200,-78.68704,42.73787,-78.68704,42.73787,2055,2055,0,2055,Not Listed,,,,,8/15/2023
31-029-22538-00-00 ,Yes,Yes,Yes,22538,Smith R 1,Greenway Energy LLC,Gas Development,Active,Medina,Medina,Erie,Concord,Springville,E,Concord,,12/5/1994,12/7/1994,12/20/1994,1/10/1995,1/26/1995,,6/12/1995,Released,1,Vertical,9,NA,3265,-78.7073,42.55094,-78.7073,42.55094,3325,3325,0,3325,Not Listed,,,,,12/13/2019
31-029-22543-00-00 ,Yes,Yes,Yes,22543,Dps 1,Schreiner Oil and Gas Inc.,Gas Development,Plugged and Abandoned,Medina,Medina,Erie,Orchard Park,Orchard Park,H,East Aurora,1/7/2025,1/13/1995,1/27/1995,3/14/1995,3/20/1995,6/7/1995,1/7/2025,9/14/1995,Released,1,Vertical,9,NA,1850,-78.69974,42.75611,-78.69974,42.75611,1876,1876,0,1876,Not Listed,,,,,4/10/2025
31-029-22544-00-00 ,Yes,Yes,Yes,22544,Dps 2,Schreiner Oil and Gas Inc.,Gas Development,Inactive,Medina,Medina,Erie,Orchard Park,Orchard Park,H,East Aurora,,1/17/1995,1/27/1995,3/7/1995,3/13/1995,6/9/1995,,9/7/1995,Released,1,Vertical,9,NA,1850,-78.70074,42.76148,-78.70074,42.76148,1800,1800,0,1800,Not Listed,,,,,10/15/2024
31-029-22562-00-00 ,Yes,Yes,Yes,22562,Walek E. 1,Greenway Energy LLC,Gas Development,Active,Medina,Medina,Erie,Colden,Springville,C,Glenwood,,3/8/1995,3/28/1995,3/31/1995,7/5/1995,8/2/1995,,10/1/1995,Released,1,Vertical,9,NA,2940,-78.64655,42.62007,-78.64655,42.62007,2825,2825,0,2825,Not Listed,,,,,12/13/2019
31-029-22591-00-00 ,Yes,Yes,Yes,22591,Fee 2,Learning Disabilities Association of WNY,Gas Development,Active,Medina,Medina,Erie,Cheektowaga,Lancaster,D,Alden-Lancaster,,6/14/1993,8/4/1995,2/1/1996,2/14/1996,4/9/1996,,8/1/1996,Released,1,Vertical,9,NA,1100,-78.73603,42.91838,-78.73603,42.91838,1102,1102,0,1102,Not Listed,,,,,4/18/2023
31-029-22603-00-00 ,Yes,Yes,Yes,22603,Dzara Unit 1 - 7396,National Fuel Gas Supply Corporation,Monitoring Storage,Active,Medina,Akron,Erie,Concord,Springville,G,Zoar,12/31/2009,12/12/1995,12/19/1995,5/28/1996,6/13/1996,6/24/1996,,5/28/1998,Released,1,Vertical,9,NA,3050,-78.7383,42.50286,-78.7383,42.50286,3140,3140,0,3140,Not Listed,Exempt - not an oil or gas well,,,,1/14/2013
31-029-22617-00-00 ,Yes,Yes,Yes,22617,Carr 4 - 7398,National Fuel Gas Supply Corporation,Monitoring Storage,Active,Onondaga,Onondaga,Erie,Concord,Springville,H,Zoar,12/31/2009,2/23/1996,3/13/1996,6/18/1996,6/24/1996,7/3/1996,,6/18/1998,Released,1,Vertical,9,NA,2200,-78.69961,42.53169,-78.69961,42.53169,2159,2159,0,2159,Not Listed,Exempt - not an oil or gas well,,,,8/12/2014
31-029-22664-00-00 ,No,Yes,Yes,22664,Belling 1 7389,National Fuel Gas Supply Corporation,Storage,Plugged and Abandoned,Medina,Not Applicable,Erie,Holland,Holland,F,Holland,5/29/1997,10/23/1996,11/5/1996,1/21/1997,1/25/1997,2/21/1997,5/29/1997,7/21/1997,Released,0,Vertical,9,NA,2550,-78.51297,42.68048,-78.51297,42.68048,2536,2536,0,2536,Not Listed,,,,,8/4/1997
31-029-22674-00-00 ,No,Yes,No,22674,Rauh 1,U. S. Energy Development Corporation,Not Listed,Expired Permit,Medina,Not Applicable,Erie,Concord,Ashford Hollow,A,Not Applicable,,12/19/1996,1/2/1997,,,,,,Pre-1989 Well (N/A),1,Vertical,9,NA,2250,-78.73018,42.49594,-78.73018,42.49594,0,0,0,0,Not Listed,,,,,12/16/1997
31-029-22676-00-00 ,No,Yes,Yes,22676,Wittmeyer 1,U. S. Energy Development Corporation,Dry Hole,Plugged and Abandoned,Onondaga,Devonian Shale,Erie,Concord,Ashford Hollow,A,Spooner Creek,,12/19/1996,1/17/1997,2/13/1997,2/19/1997,2/22/1997,2/22/1997,2/13/1999,Released,0,Vertical,9,NA,2250,-78.73946,42.49814,-78.73946,42.49814,2550,2550,0,2550,Not Listed,,,,,8/3/2005
31-029-22680-00-00 ,Yes,Yes,Yes,22680,Wittmeyer 2 - 7397,National Fuel Gas Supply Corporation,Monitoring Storage,Active,Bass Island,Onondaga,Erie,Concord,Ashford Hollow,A,Zoar,12/31/2009,2/25/1997,2/28/1997,3/3/1997,3/11/1997,3/19/1997,,3/3/1999,Released,1,Vertical,9,NA,2500,-78.73885,42.49711,-78.73885,42.49711,1806,1806,0,1806,Not Listed,Exempt - not an oil or gas well,,,,9/3/2014
31-029-22715-00-00 ,No,Yes,Yes,22715,Paluch 1-7395,National Fuel Gas Supply Corporation,Storage,Active,Medina,Medina,Erie,Holland,Holland,F,Holland,12/31/2009,5/6/1997,6/24/1997,8/18/1997,9/26/1997,12/31/1998,,8/18/1999,Released,1,Horizontal,9,NA,2000,-78.52832,42.68402,-78.5168,42.68211,2727,5483,1600,3883,Not Listed,,,,,6/20/2018
31-029-68373-00-00 ,No,Yes,Yes,68373,Cain 6984,National Fuel Gas Supply Corporation,Storage,Active,Medina,Medina,Erie,Collins,Collins Center,D,Collins,12/31/2009,3/8/1991,11/18/1991,4/27/1992,11/14/1992,12/10/1992,,10/28/1992,Released,0,Vertical,9,NA,3120,-78.85955,42.45697,-78.85955,42.45697,3140,3140,0,3140,Not Listed,,,,,11/21/2017
31-037-21310-00-00 ,Yes,Yes,Yes,21310,Miller; P. 3,United States Gypsum Company,Gas Development,Active,Medina,Medina,Genesee,Pembroke,Corfu,C,Alden-Lancaster,,3/16/1990,3/28/1990,5/2/1990,5/4/1990,7/31/1990,,11/1/1990,Released,1,Vertical,8,NA,1158,-78.415127,42.974414,-78.415127,42.974414,1153,1153,0,1153,Not Listed,,,,,12/13/2019
31-037-21311-00-00 ,Yes,Yes,Yes,21311,Halik; W & C 1,United States Gypsum Company,Gas Development,Active,Medina,Medina,Genesee,Pembroke,Akron,H,Indian Falls,,3/16/1990,3/26/1990,5/22/1990,5/24/1990,7/31/1990,,11/22/1990,Released,1,Vertical,8,NA,968,-78.447982,43.02292,-78.447982,43.02292,990,990,0,990,Not Listed,,,,,12/13/2019
31-037-21312-00-00 ,Yes,Yes,Yes,21312,Midway Farms 1,United States Gypsum Company,Gas Development,Active,Medina,Medina,Genesee,Oakfield,Batavia North,D,Indian Falls,,3/16/1990,7/30/1990,8/9/1990,8/14/1990,10/25/1990,,2/9/1991,Released,1,Vertical,8,NA,934,-78.23617,43.04626,-78.23617,43.04626,949,949,0,949,Not Listed,,,,,12/13/2019
31-037-21313-00-00 ,Yes,Yes,Yes,21313,Brown; H. 1,United States Gypsum Company,Gas Development,Active,Medina,Medina,Genesee,Alexander,Alexander,F,Huron Creek,,3/16/1990,3/26/1990,5/15/1990,5/18/1990,7/31/1990,,11/21/1990,Released,1,Vertical,8,NA,1456,-78.25797,42.9324,-78.25797,42.9324,1467,1467,0,1467,Not Listed,,,,,12/13/2019
31-037-21314-00-00 ,Yes,Yes,Yes,21314,Wny Gas & Steam Assoc 1,United States Gypsum Company,Gas Development,Active,Medina,Medina,Genesee,Alexander,Alexander,I,Huron Creek,,3/16/1990,3/26/1990,5/23/1990,5/24/1990,8/22/1990,,11/23/1990,Released,1,Vertical,8,NA,1599,-78.28002,42.91535,-78.28002,42.91535,1604,1604,0,1604,Not Listed,,,,,12/13/2019
31-037-21316-00-00 ,Yes,Yes,Yes,21316,Thayer; C & G 1,United States Gypsum Company,Gas Development,Active,Medina,Medina,Genesee,Pembroke,Oakfield,G,Huron Creek,,3/19/1990,4/10/1990,6/8/1990,6/12/1990,10/11/1990,,12/8/1990,Released,1,Vertical,8,NA,1107,-78.35281,43.00788,-78.35281,43.00788,1110,1110,0,1110,Not Listed,,,,,12/13/2019
31-037-21317-00-00 ,Yes,Yes,Yes,21317,Kokot; M. 2,United States Gypsum Company,Gas Development,Active,Medina,Medina,Genesee,Pembroke,Akron,I,Indian Falls,,3/19/1990,4/2/1990,7/12/1990,7/18/1990,10/4/1990,,1/12/1991,Released,1,Vertical,8,NA,1047,-78.41511,43.00731,-78.41511,43.00731,1049,1049,0,1049,Not Listed,,,,,12/13/2019
31-037-21318-00-00 ,Yes,Yes,Yes,21318,Muntz; F. 1,United States Gypsum Company,Gas Development,Active,Medina,Medina,Genesee,Pembroke,Oakfield,G,Huron Creek,,3/19/1990,3/26/1990,6/13/1990,6/27/1990,9/23/1990,,12/13/1990,Released,1,Vertical,8,NA,1113,-78.35834,43.00703,-78.35834,43.00703,1124,1124,0,1124,Not Listed,,,,,12/13/2019
31-037-21330-00-00 ,Yes,Yes,Yes,21330,Reak; M & V 1,United States Gypsum Company,Gas Development,Active,Not Applicable,Medina,Genesee,Pembroke,Oakfield,G,Indian Falls,,4/25/1990,5/11/1990,7/5/1990,7/11/1990,9/23/1990,,1/5/1991,Released,1,Vertical,8,NA,1050,-78.35583,43.01596,-78.35583,43.01596,1047,1047,0,1047,Not Listed,,,,,12/13/2019
31-037-21331-00-00 ,Yes,Yes,Yes,21331,Reynolds 4,United States Gypsum Company,Gas Development,Active,Medina,Medina,Genesee,Darien,Corfu,F,Alden-Lancaster,,4/25/1990,5/11/1990,7/20/1990,7/24/1990,9/26/1990,,1/20/1991,Released,1,Vertical,8,NA,1260,-78.40904,42.94089,-78.40904,42.94089,1248,1248,0,1248,Not Listed,,,,,12/13/2019
31-037-21337-00-00 ,Yes,Yes,Yes,21337,Koers; A & K 1,United States Gypsum Company,Gas Development,Active,Not Applicable,Medina,Genesee,Alexander,Alexander,H,Alexander,,5/11/1990,7/17/1990,7/25/1990,7/30/1990,11/1/1990,,1/24/1991,Released,1,Vertical,8,NA,1753,-78.29388,42.8841,-78.29388,42.8841,1752,1752,0,1752,Not Listed,,,,,12/13/2019
31-037-21338-00-00 ,Yes,Yes,No,21338,Forsyth; G. 1,United States Gypsum Company,Gas Development,Active,Medina,Medina,Genesee,Oakfield,Batavia North,D,Indian Falls,,5/14/1990,5/30/1990,7/31/1990,8/8/1990,10/17/1990,,1/31/1991,Released,1,Vertical,8,NA,925,-78.24179,43.04613,-78.24179,43.04613,925,925,0,925,Not Listed,,,,,12/13/2019
31-037-21339-00-00 ,Yes,Yes,Yes,21339,Crawford; W & K 1,United States Gypsum Company,Gas Development,Active,Not Applicable,Medina,Genesee,Alexander,Alexander,H,Huron Creek,,5/14/1990,5/30/1990,7/12/1990,7/17/1990,10/31/1990,,1/12/1991,Released,1,Vertical,8,NA,1778,-78.30516,42.89461,-78.30516,42.89461,1790,1790,0,1790,Not Listed,,,,,12/13/2019
31-037-21340-00-00 ,Yes,Yes,Yes,21340,Wells; G & A 1,United States Gypsum Company,Gas Development,Active,Not Applicable,Medina,Genesee,Pembroke,Alexander,A,Huron Creek,,5/15/1990,5/30/1990,6/28/1990,7/3/1990,10/1/1990,,12/28/1990,Released,1,Vertical,8,NA,1123,-78.34019,43.00005,-78.34019,43.00005,1116,1116,0,1116,Not Listed,,,,,12/13/2019
31-037-21341-00-00 ,Yes,Yes,Yes,21341,Kadziolka; J. 1,United States Gypsum Company,Gas Development,Active,Not Applicable,Medina,Genesee,Pembroke,Akron,H,Indian Falls,,5/15/1990,5/30/1990,6/27/1990,7/2/1990,10/11/1990,,12/27/1990,Released,1,Vertical,8,NA,1024,-78.42683,43.01081,-78.42683,43.01081,1035,1035,0,1035,Not Listed,,,,,12/13/2019
31-037-21344-00-00 ,Yes,Yes,Yes,21344,Fee 3,Le Roy Central School,Gas Development,Active,Medina,Medina,Genesee,Le Roy,Le Roy,A,Uhley Corners-Caledonia,,10/1/1990,7/3/1991,11/18/1991,11/21/1991,12/7/1991,,5/18/1992,Released,1,Vertical,8,NA,1400,-77.981823,42.964783,-77.981823,42.964783,1426,1426,0,1426,Not Listed,,,,,12/13/2019
31-037-21345-00-00 ,Yes,Yes,Yes,21345,Reynolds 5,United States Gypsum Company,Gas Development,Active,Medina,Medina,Genesee,Darien,Corfu,F,Alden-Lancaster,,6/19/1990,6/28/1990,9/4/1990,9/6/1990,11/2/1990,,3/4/1991,Released,1,Vertical,8,NA,1212,-78.40532,42.94939,-78.40532,42.94939,1209,1209,0,1209,Not Listed,,,,,12/13/2019
31-037-21356-00-00 ,Yes,Yes,Yes,21356,Kokot; W & J 1,United States Gypsum Company,Gas Development,Active,Medina,Medina,Genesee,Pembroke,Akron,H,Indian Falls,,8/2/1990,4/11/1991,6/17/1991,6/22/1991,8/9/1991,,12/17/1991,Released,1,Vertical,8,NA,1036,-78.42155,43.00723,-78.42155,43.00723,1019,1019,0,1019,Not Listed,,,,,12/13/2019
31-037-21389-00-00 ,Yes,Yes,Yes,21389,Fee 4,Le Roy Central School,Gas Development,Inactive,Medina,Medina,Genesee,Le Roy,Le Roy,A,Uhley Corners-Caledonia,12/31/2024,10/1/1990,7/3/1991,11/27/1991,11/30/1991,12/7/1991,,5/27/1992,Released,1,Vertical,8,NA,1400,-77.987366,42.962932,-77.987366,42.962932,1404,1404,0,1404,Not Listed,,,,,7/8/2025
31-037-21423-00-00 ,Yes,Yes,Yes,21423,Halleck 1,Stedman Energy Inc.,Gas Development,Active,Medina,Medina,Genesee,Pembroke,Akron,H,Alden-Lancaster,,6/19/1991,7/10/1991,7/24/1991,7/29/1991,8/15/1991,,1/24/1992,Released,1,Vertical,8,NA,1000,-78.45687,43.01142,-78.45687,43.01142,1021,1021,0,1021,Not Listed,,,,,12/13/2019
31-037-21427-00-00 ,Yes,Yes,Yes,21427,Bontrager; B. 1,United States Gypsum Company,Gas Development,Active,Medina,Medina,Genesee,Darien,Alexander,G,Danley Corners,,9/18/1991,9/24/1991,10/7/1991,10/9/1991,11/14/1991,,4/7/1992,Released,1,Vertical,8,NA,1737,-78.33594,42.87852,-78.33594,42.87852,1829,1829,0,1829,Not Listed,,,,,12/13/2019
31-037-21460-00-00 ,Yes,Yes,Yes,21460,Hill; R. 1,United States Gypsum Company,Gas Development,Active,Medina,Medina,Genesee,Pembroke,Corfu,F,Huron Creek,,7/13/1992,7/23/1992,9/14/1992,9/16/1992,10/18/1992,,3/13/1993,Released,1,Vertical,8,NA,1155,-78.39869,42.95743,-78.39869,42.95743,1189,1189,0,1189,Not Listed,,,,,12/13/2019
31-037-21507-00-00 ,Yes,Yes,Yes,21507,Manucha 1,Stedman Energy Inc.,Gas Development,Active,Queenston,Medina,Genesee,Pembroke,Akron,H,Alden-Lancaster,,12/23/1993,9/21/1994,10/18/1994,10/24/1994,11/3/1994,,4/18/1995,Released,1,Vertical,8,NA,1000,-78.430116,43.007525,-78.430116,43.007525,1053,1053,0,1053,Not Listed,,,,,12/13/2019
31-037-21549-00-00 ,Yes,Yes,Yes,21549,Oles; J & J 1,United States Gypsum Company,Gas Development,Active,Medina,Medina,Genesee,Darien,Corfu,D,Alden-Lancaster,,6/21/1994,7/29/1994,9/1/1994,9/7/1994,10/16/1994,,3/1/1995,Released,1,Vertical,8,NA,1285,-78.46145,42.93248,-78.46145,42.93248,1340,1340,0,1340,Not Listed,,,,,12/13/2019
31-037-21550-00-00 ,Yes,Yes,Yes,21550,St. John 1,United States Gypsum Company,Gas Development,Active,Medina,Medina,Genesee,Elba,Batavia North,D,Indian Falls,,6/21/1994,7/29/1994,9/7/1994,9/10/1994,10/12/1994,,3/7/1995,Released,1,Vertical,8,NA,980,-78.22943,43.05025,-78.22943,43.05025,976,976,0,976,Not Listed,,,,,12/13/2019
31-037-21567-00-00 ,Yes,Yes,Yes,21567,Neu 1,Stedman Energy Inc.,Gas Development,Active,Queenston,Medina,Genesee,Pembroke,Corfu,B,Alden-Lancaster,,9/16/1994,9/22/1994,11/1/1994,11/7/1994,11/18/1994,,5/1/1995,Released,1,Vertical,8,NA,1110,-78.442096,42.99591,-78.442096,42.99591,1101,1101,0,1101,Not Listed,,,,,12/13/2019
31-037-21594-00-00 ,Yes,Yes,Yes,21594,Knauber 1,PPP Future Development Inc.,Gas Development,Inactive,Onondaga,Onondaga,Genesee,Darien,Corfu,E,Danley Corners,,4/20/1995,5/5/1995,5/23/1995,5/25/1995,12/15/1995,,11/23/1995,Pre-1989 Well (N/A),1,Vertical,8,NA,1495,-78.439816,42.924092,-78.439816,42.924092,452,452,0,452,Gas Development,,,,,5/16/2025
31-037-21595-00-00 ,Yes,Yes,Yes,21595,Knauber 2,New York Gas And Oil Company Inc.,Gas Wildcat,Plugged and Abandoned,Onondaga,Not Applicable,Genesee,Darien,Corfu,E,Ellicott Creek,6/27/2006,4/20/1995,5/5/1995,5/12/1995,5/15/1995,6/27/2006,6/27/2006,11/18/1995,Released,0,Vertical,8,NA,1495,-78.43922,42.91948,-78.43922,42.91948,453,453,0,453,Gas Wildcat,,,,,9/29/2015
31-037-21596-00-00 ,Yes,Yes,Yes,21596,Grant 1,New York Gas And Oil Company Inc.,Gas Development,Plugged and Abandoned,Onondaga,Not Applicable,Genesee,Darien,Corfu,E,Ellicott Creek,6/27/2006,4/20/1995,5/5/1995,5/19/1995,5/21/1995,6/27/2006,6/27/2006,11/11/1995,Released,0,Vertical,8,NA,1495,-78.44482,42.917,-78.44482,42.917,465,465,0,465,Gas Development,,,,,9/29/2015
31-037-21619-00-00 ,No,Yes,No,21619,Knauber 3,New York Gas And Oil Company Inc.,Not Listed,Transferred Permit,Not Applicable,Not Applicable,Genesee,Darien,Corfu,H,Not Applicable,,11/7/1995,11/21/1995,,,,,,Pre-1989 Well (N/A),0,Vertical,8,NA,4000,-78.44761,42.87561,-78.44761,42.87561,0,0,0,0,Not Listed,,,,,10/2/2018
