API Well Number,Production Information,Formation Tops,Casing and Cementing,Hole Number,Well Name,Company Name,Well Type,Well Status,Objective Formation,Producing Formation,County,Town,Map Quadrangle,Quad Section Code,Field,Status Date,Permit Application Date,Permit Issued Date,Spud/Start Drilling Date,Total Depth Date,Well Completion Date,Plugging & Abandonment Date,Confidential Expiration Date,Confid. Period Type,Subject to Financial Security,Well Orientation,NYSDEC Region,State Lease,Proposed Total Depth,Surface Longitude,Surface Latitude,Bottom Hole Longitude,Bottom Hole Latitude,True Vertical Depth,Bottom Hole Total Measured Depth,Kickoff Depth,Drilled Depth,Proposed Well Type,Spacing,Spacing Acres,Integration,Hearing Date,Last Modified Date
31-003-27651-00-00 ,Yes,Yes,Yes,27651,Bloss 24,Sam Koehler Enterprises Inc.,Oil Development,Active,Fulmer Valley,Fulmer Valley,Allegany,Independence,Whitesville,F,Fulmer Valley,,4/8/2010,5/10/2010,6/18/2010,6/22/2010,8/18/2010,,12/18/2010,Released,1,Vertical,9,NA,1900,-77.772313,42.067015,-77.772313,42.067015,1915,1915,0,1915,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-003-27652-00-00 ,Yes,Yes,Yes,27652,Bloss 25,Sam Koehler Enterprises Inc.,Oil Development,Active,Fulmer Valley,Fulmer Valley,Allegany,Independence,Whitesville,F,Fulmer Valley,,4/8/2010,5/10/2010,6/2/2010,6/7/2010,8/25/2010,,12/2/2010,Released,1,Vertical,9,NA,1900,-77.773577,42.067008,-77.773577,42.067008,1915,1915,0,1915,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-003-27653-00-00 ,Yes,Yes,Yes,27653,Bloss 26,Sam Koehler Enterprises Inc.,Oil Development,Active,Fulmer Valley,Fulmer Valley,Allegany,Independence,Whitesville,F,Fulmer Valley,,4/8/2010,5/10/2010,6/9/2010,6/14/2010,8/30/2010,,12/9/2010,Released,1,Vertical,9,NA,1900,-77.77485,42.067016,-77.77485,42.067016,1915,1915,0,1915,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-003-27654-00-00 ,Yes,Yes,Yes,27654,Bloss 27,Sam Koehler Enterprises Inc.,Oil Development,Active,Fulmer Valley,Fulmer Valley,Allegany,Independence,Whitesville,F,Fulmer Valley,,4/8/2010,5/10/2010,6/15/2010,6/17/2010,9/2/2010,,12/15/2010,Released,1,Vertical,9,NA,1900,-77.776177,42.06708,-77.776177,42.06708,1915,1915,0,1915,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-003-27666-00-00 ,Yes,Yes,Yes,27666,Zlomek 3,Zlomek John,Oil Development,Active,Richburg,Richburg,Allegany,Alma,Allentown,I,Richburg,,4/15/2010,5/5/2010,5/10/2010,5/17/2010,7/7/2010,,11/10/2010,Released,1,Vertical,9,NA,1800,-78.015191,42.03976,-78.015191,42.03976,1750,1750,0,1750,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-003-27679-00-00 ,Yes,Yes,Yes,27679,Lot 43 10,Klein Oil & Logging,Oil Development,Active,Richburg,Richburg,Allegany,Alma,Allentown,I,Richburg,,4/26/2010,5/18/2010,6/1/2010,6/8/2010,6/8/2010,,12/1/2010,Released,1,Vertical,9,NA,1000,-78.017509,42.018897,-78.017509,42.018897,997,997,0,997,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-003-27693-00-00 ,Yes,Yes,Yes,27693,Ponderosa 10,PPP Future Development Inc.,Oil Development,Active,Fulmer Valley,Fulmer Valley,Allegany,Independence,Whitesville,B,Fulmer Valley,,5/19/2010,6/9/2010,8/9/2010,8/10/2010,8/25/2010,,2/9/2011,Released,1,Vertical,9,NA,2000,-77.81009,42.10202,-77.81009,42.10202,2105,2105,0,2105,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-003-27694-00-00 ,Yes,Yes,Yes,27694,Ponderosa 11,PPP Future Development Inc.,Oil Development,Active,Fulmer Valley,Fulmer Valley,Allegany,Independence,Whitesville,B,Fulmer Valley,,5/19/2010,6/9/2010,7/31/2010,8/4/2010,8/18/2010,,1/31/2011,Released,1,Vertical,9,NA,1800,-77.8073,42.10226,-77.8073,42.10226,2125,2125,0,2125,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-003-27695-00-00 ,Yes,Yes,Yes,27695,Lot 103 3A,PPP Future Development Inc.,Oil Development,Active,Fulmer Valley,Upper Devonian,Allegany,Wellsville,Whitesville,A,Fulmer Valley,,5/19/2010,6/9/2010,7/15/2010,7/21/2010,9/1/2010,,1/15/2011,Released,1,Vertical,9,NA,2100,-77.86162,42.10211,-77.86162,42.10211,2115,2115,0,2115,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-003-27700-00-00 ,Yes,Yes,Yes,27700,Bliss 03,Simon of Bolivar Enterprises Inc.,Oil Development,Active,Richburg,Richburg,Allegany,Genesee,Bolivar,E,Richburg,,5/27/2010,6/9/2010,6/10/2010,6/25/2010,8/22/2010,,12/10/2010,Released,1,Vertical,9,NA,1250,-78.2029,42.06265,-78.2029,42.06265,1200,1200,0,1200,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-003-27806-00-00 ,Yes,Yes,Yes,27806,Linnecke 1 East,PPP Future Development Inc.,Oil Development,Active,Upper Devonian,Upper Devonian,Allegany,Andover,Andover,I,Andover,,9/21/2010,10/22/2010,11/4/2010,11/6/2010,6/10/2011,,5/4/2011,Released,1,Vertical,9,NA,1950,-77.75738,42.13725,-77.75738,42.13725,2010,2010,0,2010,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-003-27807-00-00 ,No,Yes,No,27807,Linnecke 2 West,Otis Eastern Service Inc.,Not Listed,Expired Permit,Upper Devonian,Not Applicable,Allegany,Andover,Andover,I,Andover,4/22/2011,9/21/2010,10/22/2010,,,,,,Application Received or Permit Issued,1,Vertical,9,NA,1950,-77.75904,42.13708,-77.75904,42.13708,0,0,0,0,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,6/3/2011
31-003-27807-00-01 ,Yes,Yes,Yes,27807,Linnecke 2 West,PPP Future Development Inc.,Oil Development,Active,Upper Devonian,Upper Devonian,Allegany,Andover,Andover,I,Fulmer Valley,,1/4/2012,1/6/2012,2/6/2012,2/9/2012,3/13/2012,,8/6/2012,Released,1,Vertical,9,NA,1950,-77.75904,42.13708,-77.75904,42.13708,1950,1950,0,1950,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-003-27808-00-00 ,Yes,Yes,Yes,27808,Perry 2,PPP Future Development Inc.,Oil Development,Active,Upper Devonian,Upper Devonian,Allegany,Andover,Andover,I,Andover,,9/21/2010,10/22/2010,11/16/2010,11/18/2010,6/15/2011,,5/16/2011,Released,1,Vertical,9,NA,1800,-77.75745,42.14222,-77.75745,42.14222,1799,1799,0,1799,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-003-27826-00-00 ,Yes,Yes,Yes,27826,Green 300,Plants and Goodwin Inc.,Oil Development,Plugged and Abandoned,Richburg,Richburg,Allegany,Bolivar,Allentown,D,Richburg,4/23/2014,10/5/2010,10/29/2010,4/28/2011,5/12/2011,5/12/2011,4/23/2014,10/28/2011,Released,0,Vertical,9,NA,1800,-78.083759,42.06733,-78.083759,42.06733,1613,1613,0,1613,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,10/28/2014
31-003-27836-00-00 ,Yes,Yes,Yes,27836,Gadsby 8,Bull Dog Oil,Oil Development,Active,Richburg,Richburg,Allegany,Bolivar,Allentown,G,Richburg,,11/2/2010,11/19/2010,10/30/2010,11/2/2010,11/15/2010,,4/30/2011,Released,1,Vertical,9,NA,1350,-78.11845,42.01503,-78.11845,42.01503,1462,1462,0,1462,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-003-27838-00-00 ,Yes,Yes,Yes,27838,Richardson 3,PPP Future Development Inc.,Oil Development,Active,Fulmer Valley,Upper Devonian,Allegany,Independence,Whitesville,B,Fulmer Valley,,11/16/2010,12/6/2010,12/31/2010,1/10/2011,6/7/2011,,7/1/2011,Released,1,Vertical,9,NA,1900,-77.81427,42.10091,-77.81427,42.10091,1909,1909,0,1909,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-003-27839-00-00 ,Yes,Yes,Yes,27839,Richardson 4,PPP Future Development Inc.,Oil Development,Active,Fulmer Valley,Upper Devonian,Allegany,Independence,Whitesville,B,Fulmer Valley,,11/16/2010,12/6/2010,12/23/2010,12/29/2010,6/2/2011,,6/23/2011,Released,1,Vertical,9,NA,1860,-77.81626,42.1009,-77.81626,42.1009,1869,1869,0,1869,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-003-27840-00-00 ,Yes,Yes,Yes,27840,Gadsby 9,Bull Dog Oil,Oil Development,Active,Richburg,Richburg,Allegany,Bolivar,Allentown,G,Richburg,,11/20/2010,12/3/2010,11/19/2010,11/21/2010,12/28/2010,,5/19/2011,Released,1,Vertical,9,NA,1450,-78.118265,42.016016,-78.118265,42.016016,1460,1460,0,1460,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-003-27865-00-00 ,Yes,Yes,Yes,27865,Bliss 0-4,Simon of Bolivar Enterprises Inc.,Oil Development,Active,Richburg,Richburg,Allegany,Genesee,Bolivar,E,Richburg,,1/6/2011,1/27/2011,6/21/2011,6/27/2011,7/21/2011,,12/21/2011,Released,1,Vertical,9,NA,1170,-78.20304,42.06195,-78.20304,42.06195,1227,1227,0,1227,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-003-27867-00-00 ,Yes,Yes,Yes,27867,Otis Eastern 4-1,Sam Koehler Enterprises Inc.,Oil Development,Active,Upper Devonian,Penny & Fulmer Valley,Allegany,Andover,Andover,H,Fulmer Valley,,1/11/2011,2/22/2011,6/28/2011,7/1/2011,8/8/2011,,12/28/2011,Released,1,Vertical,9,NA,2107,-77.794496,42.125911,-77.794496,42.125911,2115,2115,0,2115,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-003-27868-00-00 ,Yes,Yes,Yes,27868,Otis Eastern 4-2,Sam Koehler Enterprises Inc.,Oil Development,Active,Upper Devonian,Penny & Fulmer Valley,Allegany,Andover,Andover,H,Fulmer Valley,,1/11/2011,2/22/2011,7/5/2011,7/8/2011,8/4/2011,,1/5/2012,Released,1,Vertical,9,NA,2280,-77.791737,42.126235,-77.791737,42.126235,2132,2132,0,2132,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-003-27869-00-00 ,Yes,Yes,Yes,27869,Otis Eastern 4-3,Sam Koehler Enterprises Inc.,Oil Development,Active,Upper Devonian,Penny & Fulmer Valley,Allegany,Andover,Andover,I,Fulmer Valley,,1/11/2011,2/22/2011,6/23/2011,6/28/2011,7/21/2011,,12/23/2011,Released,1,Vertical,9,NA,2130,-77.788051,42.126247,-77.788051,42.126247,2132,2132,0,2132,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-003-27870-00-00 ,Yes,Yes,Yes,27870,Otis Eastern 4-4,Sam Koehler Enterprises Inc.,Oil Development,Active,Upper Devonian,Penny & Fulmer Valley,Allegany,Andover,Andover,I,Fulmer Valley,,1/11/2011,2/22/2011,7/7/2011,7/12/2011,8/15/2011,,1/7/2012,Released,1,Vertical,9,NA,2111,-77.78645,42.125566,-77.78645,42.125566,2117,2117,0,2117,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-003-27871-00-00 ,Yes,Yes,Yes,27871,Otis Eastern 4-5,Sam Koehler Enterprises Inc.,Oil Development,Active,Upper Devonian,Penny & Fulmer Valley,Allegany,Andover,Whitesville,C,Fulmer Valley,,1/11/2011,2/22/2011,6/20/2011,6/24/2011,7/25/2011,,12/20/2011,Released,1,Vertical,9,NA,2128,-77.788042,42.124875,-77.788042,42.124875,2131,2131,0,2131,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-003-27872-00-00 ,Yes,Yes,Yes,27872,Otis Eastern 4-6,Sam Koehler Enterprises Inc.,Oil Development,Active,Upper Devonian,Penny & Fulmer Valley,Allegany,Andover,Whitesville,C,Fulmer Valley,,1/11/2011,2/22/2011,7/14/2011,7/25/2011,8/25/2011,,1/14/2012,Released,1,Vertical,9,NA,2110,-77.786442,42.124194,-77.786442,42.124194,2122,2122,0,2122,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-003-27873-00-00 ,Yes,Yes,Yes,27873,Otis Eastern 4-7,Sam Koehler Enterprises Inc.,Oil Development,Active,Upper Devonian,Penny & Fulmer Valley,Allegany,Andover,Whitesville,C,Fulmer Valley,,1/11/2011,2/22/2011,7/12/2011,7/14/2011,8/19/2011,,1/12/2012,Released,1,Vertical,9,NA,2092,-77.78485,42.124885,-77.78485,42.124885,2101,2101,0,2101,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-003-27874-00-00 ,Yes,Yes,Yes,27874,Otis Eastern 4-8,Sam Koehler Enterprises Inc.,Oil Development,Active,Upper Devonian,Penny & Fulmer Valley,Allegany,Andover,Whitesville,C,Fulmer Valley,,1/11/2011,2/22/2011,6/15/2011,6/20/2011,7/28/2011,,12/15/2011,Released,1,Vertical,9,NA,2123,-77.788034,42.123503,-77.788034,42.123503,2131,2131,0,2131,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-003-27875-00-00 ,Yes,Yes,Yes,27875,Otis Eastern 4-9,Sam Koehler Enterprises Inc.,Oil Development,Active,Upper Devonian,Penny & Fulmer Valley,Allegany,Andover,Whitesville,C,Fulmer Valley,,1/11/2011,2/22/2011,7/18/2011,7/20/2011,8/30/2011,,1/18/2012,Released,1,Vertical,9,NA,2094,-77.785606,42.123127,-77.785606,42.123127,2099,2099,0,2099,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-003-27876-00-00 ,Yes,Yes,Yes,27876,Otis Eastern 4-10,Sam Koehler Enterprises Inc.,Oil Development,Active,Upper Devonian,Penny & Fulmer Valley,Allegany,Andover,Whitesville,C,Fulmer Valley,,1/11/2011,2/22/2011,6/13/2011,6/15/2011,8/1/2011,,12/13/2011,Released,1,Vertical,9,NA,2127,-77.78952,42.124314,-77.78952,42.124314,2132,2132,0,2132,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-003-27909-00-00 ,Yes,Yes,Yes,27909,Grantier 33,Sam Koehler Enterprises Inc.,Oil Development,Active,Fulmer Valley,Fulmer Valley,Allegany,Independence,Whitesville,F,Fulmer Valley,,4/27/2011,6/7/2011,6/27/2011,6/30/2011,9/26/2012,,12/27/2011,Released,1,Vertical,9,NA,1870,-77.76904,42.05291,-77.76904,42.05291,1874,1874,0,1874,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-003-27910-00-00 ,Yes,Yes,Yes,27910,Grantier 34,Sam Koehler Enterprises Inc.,Oil Development,Active,Fulmer Valley,Fulmer Valley,Allegany,Independence,Whitesville,F,Fulmer Valley,,4/27/2011,6/7/2011,7/1/2011,7/7/2011,10/9/2012,,1/1/2012,Released,1,Vertical,9,NA,1840,-77.76902,42.05181,-77.76902,42.05181,1874,1874,0,1874,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-003-27911-00-00 ,Yes,Yes,Yes,27911,Grantier 35,Sam Koehler Enterprises Inc.,Oil Development,Active,Fulmer Valley,Fulmer Valley,Allegany,Independence,Whitesville,F,Fulmer Valley,,4/27/2011,6/7/2011,7/8/2011,7/13/2011,12/5/2011,,1/8/2012,Released,1,Vertical,9,NA,1840,-77.76735,42.05187,-77.76735,42.05187,1844,1844,0,1844,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-003-27912-00-00 ,Yes,Yes,Yes,27912,Grantier 36,Sam Koehler Enterprises Inc.,Oil Development,Active,Fulmer Valley,Fulmer Valley,Allegany,Independence,Whitesville,F,Fulmer Valley,,4/27/2011,6/7/2011,6/21/2011,6/24/2011,10/3/2012,,12/21/2011,Released,1,Vertical,9,NA,1840,-77.76571,42.05196,-77.76571,42.05196,1844,1844,0,1844,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-003-27919-00-00 ,Yes,Yes,Yes,27919,Whitesell 1,PPP Future Development Inc.,Oil Development,Active,Fulmer Valley,Upper Devonian,Allegany,Independence,Whitesville,B,Fulmer Valley,,5/31/2011,7/7/2011,7/27/2011,7/28/2011,8/31/2011,,1/27/2012,Released,1,Vertical,9,NA,1820,-77.81924,42.09723,-77.81924,42.09723,1861,1861,0,1861,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-003-27920-00-00 ,Yes,Yes,Yes,27920,Richardson 5,PPP Future Development Inc.,Oil Development,Active,Fulmer Valley,Upper Devonian,Allegany,Independence,Whitesville,B,Fulmer Valley,,5/31/2011,7/7/2011,8/1/2011,8/2/2011,9/8/2011,,2/1/2012,Released,0,Vertical,9,NA,1900,-77.81323,42.09722,-77.81323,42.09722,1921,1921,0,1921,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-003-27933-00-00 ,Yes,Yes,Yes,27933,Zlomek 4,Zlomek John,Oil Development,Active,Richburg,Richburg,Allegany,Alma,Allentown,I,Richburg,,6/24/2011,7/29/2011,8/2/2011,8/6/2011,10/31/2011,,2/2/2012,Released,1,Vertical,9,NA,1800,-78.01294,42.03893,-78.01294,42.03893,1750,1750,0,1750,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-003-27946-00-00 ,Yes,Yes,Yes,27946,Benson 778,Benson Oil Co.,Oil Development,Plugged and Abandoned,Richburg,Richburg,Allegany,Genesee,Bolivar,D,Richburg,4/17/2017,8/8/2011,11/1/2011,11/11/2011,11/15/2011,12/1/2011,4/17/2017,5/11/2012,Released,0,Vertical,9,NA,2500,-78.208708,42.080564,-78.208708,42.080564,1965,1965,0,1965,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,5/10/2017
31-003-27954-00-00 ,Yes,Yes,Yes,27954,Clark CV 9,PPP Future Development Inc.,Oil Development,Active,Fulmer Valley,Upper Devonian,Allegany,Andover,Whitesville,B,Fulmer Valley,,10/11/2011,11/2/2011,11/16/2011,11/23/2011,4/3/2012,,5/16/2012,Released,1,Vertical,9,NA,2032,-77.79265,42.11242,-77.79265,42.11242,2039,2039,0,2039,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-003-27955-00-00 ,Yes,Yes,Yes,27955,Clark CV 10,PPP Future Development Inc.,Oil Development,Active,Fulmer Valley,Upper Devonian,Allegany,Andover,Whitesville,C,Fulmer Valley,,10/11/2011,11/2/2011,11/14/2011,11/17/2011,3/28/2012,,5/14/2012,Released,1,Vertical,9,NA,2032,-77.78977,42.11245,-77.78977,42.11245,2040,2040,0,2040,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-003-27956-00-00 ,Yes,Yes,Yes,27956,Ponderosa 12,PPP Future Development Inc.,Oil Development,Active,Fulmer Valley,Upper Devonian,Allegany,Independence,Whitesville,B,Fulmer Valley,,10/11/2011,11/2/2011,11/29/2011,12/2/2011,4/26/2012,,5/29/2012,Released,1,Vertical,9,NA,2105,-77.81258,42.10229,-77.81258,42.10229,1920,1920,0,1920,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-003-27957-00-00 ,Yes,Yes,Yes,27957,Ponderosa 14,PPP Future Development Inc.,Oil Development,Active,Fulmer Valley,Upper Devonian,Allegany,Independence,Whitesville,B,Fulmer Valley,,10/11/2011,11/2/2011,12/6/2011,12/9/2011,5/31/2012,,6/6/2012,Released,1,Vertical,9,NA,2105,-77.81054,42.10354,-77.81054,42.10354,1945,1945,0,1945,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-003-27999-00-00 ,Yes,Yes,Yes,27999,Hollenbeck H2,Hollenbeck Lloyd D.,Oil Development,Active,Fulmer Valley,Fulmer Valley,Allegany,Andover,Whitesville,C,Fulmer Valley,,2/27/2012,4/2/2012,6/4/2012,6/7/2012,12/20/2012,,12/4/2012,Released,1,Vertical,9,NA,1950,-77.78129,42.128314,-77.78129,42.128314,1954,1954,0,1954,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-003-28000-00-00 ,Yes,Yes,Yes,28000,Hollenbeck H3,Hollenbeck Lloyd D.,Oil Development,Active,Fulmer Valley,Fulmer Valley,Allegany,Andover,Whitesville,C,Fulmer Valley,,2/27/2012,4/2/2012,5/17/2012,5/21/2012,12/20/2012,,11/17/2012,Released,1,Vertical,9,NA,1970,-77.779925,42.128311,-77.779925,42.128311,1954,1954,0,1954,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
