API Well Number,Production Information,Formation Tops,Casing and Cementing,Hole Number,Well Name,Company Name,Well Type,Well Status,Objective Formation,Producing Formation,County,Town,Map Quadrangle,Quad Section Code,Field,Status Date,Permit Application Date,Permit Issued Date,Spud/Start Drilling Date,Total Depth Date,Well Completion Date,Plugging & Abandonment Date,Confidential Expiration Date,Confid. Period Type,Subject to Financial Security,Well Orientation,NYSDEC Region,State Lease,Proposed Total Depth,Surface Longitude,Surface Latitude,Bottom Hole Longitude,Bottom Hole Latitude,True Vertical Depth,Bottom Hole Total Measured Depth,Kickoff Depth,Drilled Depth,Proposed Well Type,Spacing,Spacing Acres,Integration,Hearing Date,Last Modified Date
31-009-27817-00-00 ,No,Yes,No,27817,Young 200,U. S. Energy Development Corporation,Not Listed,Expired Permit,Upper Devonian,Not Applicable,Cattaraugus,Olean,Olean,I,Bradford,6/1/2011,9/23/2010,12/1/2010,,,,,,Application Received or Permit Issued,1,Vertical,9,NA,1273,-78.39173,42.016444,-78.39173,42.016444,0,0,0,0,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,6/10/2011
31-009-27818-00-00 ,No,Yes,No,27818,Young 201,U. S. Energy Development Corporation,Not Listed,Expired Permit,Upper Devonian,Not Applicable,Cattaraugus,Olean,Olean,I,Bradford,6/1/2011,9/23/2010,12/1/2010,,,,,,Application Received or Permit Issued,1,Vertical,9,NA,1228,-78.388136,42.016716,-78.388136,42.016716,0,0,0,0,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,6/10/2011
31-009-27819-00-00 ,No,Yes,No,27819,Young 202,U. S. Energy Development Corporation,Not Listed,Expired Permit,Upper Devonian,Not Applicable,Cattaraugus,Olean,Olean,I,Bradford,6/1/2011,9/23/2010,12/1/2010,,,,,,Application Received or Permit Issued,1,Vertical,9,NA,1304,-78.386297,42.016711,-78.386297,42.016711,0,0,0,0,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,6/10/2011
31-009-27820-00-00 ,No,Yes,No,27820,Young 188,U. S. Energy Development Corporation,Not Listed,Expired Permit,Upper Devonian,Not Applicable,Cattaraugus,Olean,Olean,I,Bradford,6/6/2011,9/23/2010,12/6/2010,,,,,,Application Received or Permit Issued,1,Vertical,9,NA,1420,-78.386325,42.019455,-78.386325,42.019455,0,0,0,0,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,6/10/2011
31-009-27821-00-00 ,No,Yes,No,27821,Young 191,U. S. Energy Development Corporation,Not Listed,Expired Permit,Upper Devonian,Not Applicable,Cattaraugus,Olean,Olean,I,Bradford,6/6/2011,9/23/2010,12/6/2010,,,,,,Application Received or Permit Issued,1,Vertical,9,NA,1462,-78.396563,42.018108,-78.396563,42.018108,0,0,0,0,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,6/10/2011
31-009-27823-00-00 ,No,Yes,No,27823,Young 193,U. S. Energy Development Corporation,Not Listed,Expired Permit,Upper Devonian,Not Applicable,Cattaraugus,Olean,Olean,I,Bradford,6/6/2011,9/23/2010,12/6/2010,,,,,,Application Received or Permit Issued,1,Vertical,9,NA,1339,-78.39093,42.018277,-78.39093,42.018277,0,0,0,0,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,6/10/2011
31-009-27824-00-00 ,No,Yes,No,27824,Young 194,U. S. Energy Development Corporation,Not Listed,Expired Permit,Upper Devonian,Not Applicable,Cattaraugus,Olean,Olean,I,Bradford,6/6/2011,9/23/2010,12/6/2010,,,,,,Application Received or Permit Issued,1,Vertical,9,NA,1288,-78.388152,42.018088,-78.388152,42.018088,0,0,0,0,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,6/10/2011
31-009-27825-00-00 ,Yes,Yes,Yes,27825,Beardsley B-2,McCracken Oil & Gas LLC,Oil Development,Active,Bradford Third,Chipmunk, Bradford 2nd & 3rd,Cattaraugus,Carrollton,Knapp Creek,G,Bradford,,9/28/2010,10/21/2010,3/4/2011,3/18/2011,8/17/2011,,9/4/2011,Released,1,Vertical,9,NA,1500,-78.610227,42.005847,-78.610227,42.005847,1365,1365,0,1365,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-009-27827-00-00 ,Yes,Yes,Yes,27827,Young 54,Pennhills Resources LLC,Oil Development,Active,Upper Devonian,Upper Devonian,Cattaraugus,Olean,Olean,I,Bradford,,10/4/2010,2/11/2011,2/15/2011,2/22/2011,5/25/2011,,8/15/2011,Released,1,Vertical,9,NA,1655,-78.41499,42.03186,-78.41499,42.03186,1647,1647,0,1647,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-009-27828-00-00 ,Yes,Yes,Yes,27828,Young 83,Pennhills Resources LLC,Oil Development,Active,Upper Devonian,Upper Devonian,Cattaraugus,Olean,Olean,I,Bradford,,10/8/2010,1/6/2011,1/18/2011,2/1/2011,2/25/2011,,7/18/2011,Released,1,Vertical,9,NA,1316,-78.38819,42.02884,-78.38819,42.02884,1311,1311,0,1311,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-009-27829-00-00 ,Yes,Yes,Yes,27829,Young 84,Pennhills Resources LLC,Oil Development,Active,Upper Devonian,Upper Devonian,Cattaraugus,Olean,Olean,I,Bradford,,10/8/2010,1/5/2011,2/2/2011,2/7/2011,3/2/2011,,8/2/2011,Released,1,Vertical,9,NA,1284,-78.386427,42.029061,-78.386427,42.029061,1251,1251,0,1251,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-009-27830-00-00 ,Yes,Yes,Yes,27830,Young 142,Pennhills Resources LLC,Oil Development,Active,Upper Devonian,Upper Devonian,Cattaraugus,Olean,Olean,H,Bradford,,10/8/2010,2/7/2011,6/6/2011,6/9/2011,7/8/2011,,12/6/2011,Released,1,Vertical,9,NA,1196,-78.421263,42.037025,-78.421263,42.037025,1099,1099,0,1099,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-009-27831-00-00 ,Yes,Yes,Yes,27831,Young 143,Pennhills Resources LLC,Oil Development,Active,Upper Devonian,Upper Devonian,Cattaraugus,Olean,Olean,H,Bradford,,10/8/2010,2/7/2011,6/30/2011,7/5/2011,7/21/2011,,12/30/2011,Released,1,Vertical,9,NA,1303,-78.417458,42.037363,-78.417458,42.037363,1160,1160,0,1160,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-009-27832-00-00 ,Yes,Yes,Yes,27832,Young 144,Pennhills Resources LLC,Oil Development,Active,Upper Devonian,Upper Devonian,Cattaraugus,Olean,Olean,I,Bradford,,10/8/2010,2/7/2011,7/6/2011,7/8/2011,7/28/2011,,1/6/2012,Released,1,Vertical,9,NA,1273,-78.415616,42.037358,-78.415616,42.037358,1130,1130,0,1130,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-009-27833-00-00 ,Yes,Yes,Yes,27833,Birch Run Day 7P,McCracken Oil & Gas LLC,Oil Development,Active,Bradford Third,Chipmunk, Bradford 2nd & 3rd,Cattaraugus,Allegany,Knapp Creek,E,Bradford,,10/13/2010,11/10/2010,1/20/2011,1/28/2011,6/9/2011,,7/20/2011,Released,1,Vertical,9,NA,1900,-78.555847,42.067602,-78.555847,42.067602,1800,1800,0,1800,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-009-27834-00-00 ,Yes,Yes,Yes,27834,Hanson 4,McCracken Oil & Gas LLC,Oil Development,Plugged and Abandoned,Bradford Third,Chipmunk, Bradford 2nd & 3rd,Cattaraugus,Carrollton,Limestone,I,Bradford,1/9/2015,10/18/2010,12/3/2010,2/21/2011,2/28/2011,5/23/2011,1/9/2015,8/21/2011,Released,1,Vertical,9,NA,1200,-78.628219,42.008883,-78.628219,42.008883,1220,1220,0,1220,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2/6/2015
31-009-27835-00-00 ,Yes,Yes,Yes,27835,Hanson 5,McCracken Oil & Gas LLC,Oil Development,Plugged and Abandoned,Bradford Third,Chipmunk, Bradford 2nd & 3rd,Cattaraugus,Carrollton,Limestone,I,Bradford,4/20/2015,10/18/2010,12/3/2010,2/1/2011,2/10/2011,5/26/2011,4/20/2015,8/1/2011,Released,1,Vertical,9,NA,1200,-78.626936,42.008813,-78.626936,42.008813,1220,1220,0,1220,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,4/19/2016
31-009-27851-00-00 ,Yes,Yes,Yes,27851,Struble 7,Copper Ridge Oil Inc.,Oil Development,Active,Bradford,Bradford,Cattaraugus,Olean,Olean,B,Five Mile,,12/2/2010,12/7/2010,1/11/2011,1/13/2011,3/9/2011,,7/11/2011,Released,1,Vertical,9,NA,1300,-78.437702,42.125056,-78.437702,42.125056,1349,1349,0,1349,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-009-27852-00-00 ,Yes,Yes,Yes,27852,Struble 6,Copper Ridge Oil Inc.,Oil Development,Active,Bradford,Bradford,Cattaraugus,Olean,Olean,B,Five Mile,,12/1/2010,12/7/2010,3/1/2011,3/7/2011,3/31/2011,,9/1/2011,Released,1,Vertical,9,NA,1310,-78.43806,42.12347,-78.43806,42.12347,1352,1352,0,1352,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-009-27857-00-00 ,No,Yes,No,27857,Young 139,U. S. Energy Development Corporation,Not Listed,Expired Permit,Upper Devonian,Not Applicable,Cattaraugus,Olean,Olean,H,Bradford,8/3/2011,12/10/2010,2/3/2011,,,,,,Application Received or Permit Issued,1,Vertical,9,NA,1331,-78.428852,42.037386,-78.428852,42.037386,0,0,0,0,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,8/18/2011
31-009-27858-00-00 ,No,Yes,No,27858,Young 140,U. S. Energy Development Corporation,Not Listed,Expired Permit,Upper Devonian,Not Applicable,Cattaraugus,Olean,Olean,H,Bradford,8/3/2011,12/10/2010,2/3/2011,,,,,,Application Received or Permit Issued,1,Vertical,9,NA,1313,-78.426658,42.036975,-78.426658,42.036975,0,0,0,0,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,8/18/2011
31-009-27859-00-00 ,No,Yes,No,27859,Young 141,U. S. Energy Development Corporation,Not Listed,Expired Permit,Upper Devonian,Not Applicable,Cattaraugus,Olean,Olean,H,Bradford,8/3/2011,12/10/2010,2/3/2011,,,,,,Application Received or Permit Issued,1,Vertical,9,NA,1258,-78.42448,42.037441,-78.42448,42.037441,0,0,0,0,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,8/18/2011
31-009-27860-00-00 ,Yes,Yes,Yes,27860,Young 147,Pennhills Resources LLC,Oil Development,Active,Upper Devonian,Upper Devonian,Cattaraugus,Olean,Olean,I,Bradford,,12/10/2010,2/4/2011,7/11/2011,7/14/2011,9/8/2011,,1/11/2012,Released,1,Vertical,9,NA,1433,-78.411597,42.033233,-78.411597,42.033233,1280,1280,0,1280,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-009-27862-00-00 ,Yes,Yes,Yes,27862,Ernest 2,Copper Ridge Oil Inc.,Oil Development,Active,Bradford,Bradford,Cattaraugus,Olean,Hinsdale,H,Five Mile,,12/27/2010,1/19/2011,4/7/2011,4/11/2011,6/21/2011,,10/7/2011,Released,1,Vertical,9,NA,1500,-78.440587,42.127034,-78.440587,42.127034,1503,1503,0,1503,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-009-27863-00-00 ,Yes,Yes,Yes,27863,Ernest 3,Copper Ridge Oil Inc.,Oil Development,Active,Bradford,Bradford,Cattaraugus,Olean,Hinsdale,H,Five Mile,,12/27/2010,1/19/2011,7/14/2011,7/24/2011,11/1/2011,,1/14/2012,Released,1,Vertical,9,NA,1422,-78.438913,42.126232,-78.438913,42.126232,1402,1402,0,1402,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-009-27864-00-00 ,Yes,Yes,Yes,27864,Young 30,Pennhills Resources LLC,Oil Development,Active,Upper Devonian,Upper Devonian,Cattaraugus,Olean,Olean,I,Bradford,,1/4/2011,2/11/2011,2/24/2011,6/24/2011,7/13/2011,,8/24/2011,Released,1,Vertical,9,NA,1525,-78.414975,42.027744,-78.414975,42.027744,1431,1431,0,1431,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-009-27866-00-00 ,Yes,Yes,Yes,27866,Sprague 7,PPP Future Development Inc.,Gas Development,Active,Medina,Medina,Cattaraugus,Perrysburg,Farnham,I,Lakeshore,,1/4/2011,5/18/2011,6/8/2011,6/14/2011,7/13/2011,,12/8/2011,Released,1,Vertical,9,NA,2493,-79.036147,42.512967,-79.036147,42.512967,2400,2400,0,2400,Gas Development,Exempt from Title 5; variance needed from 6 NYCRR 533.1(a),42.55,Integration order issued,7/27/2011,12/5/2025
31-009-27877-00-00 ,Yes,Yes,Yes,27877,Robinson 6,Case Brothers Inc.,Oil Development,Active,Chipmunk, Bradford 2nd & 3rd,Chipmunk, Bradford 2nd & 3rd,Cattaraugus,Carrollton,Knapp Creek,G,Bradford,,1/11/2011,1/28/2011,2/9/2011,2/15/2011,6/17/2011,,8/9/2011,Released,1,Vertical,9,NA,1500,-78.594924,42.031463,-78.594924,42.031463,1530,1530,0,1530,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-009-27878-00-00 ,Yes,Yes,Yes,27878,Robinson 7,Case Brothers Inc.,Oil Development,Active,Chipmunk, Bradford 2nd & 3rd,Chipmunk, Bradford 2nd & 3rd,Cattaraugus,Carrollton,Knapp Creek,G,Bradford,,1/11/2011,1/28/2011,2/16/2011,2/17/2011,6/21/2011,,8/16/2011,Released,1,Vertical,9,NA,1500,-78.596644,42.031493,-78.596644,42.031493,1530,1530,0,1530,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-009-27879-00-00 ,Yes,Yes,Yes,27879,Robinson 8,Case Brothers Inc.,Oil Development,Active,Chipmunk, Bradford 2nd & 3rd,Chipmunk, Bradford 2nd & 3rd,Cattaraugus,Carrollton,Knapp Creek,G,Bradford,,1/11/2011,1/28/2011,2/21/2011,2/23/2011,6/23/2011,,8/21/2011,Released,1,Vertical,9,NA,1500,-78.598035,42.031141,-78.598035,42.031141,1495,1495,0,1495,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-009-27880-00-00 ,Yes,Yes,Yes,27880,Burlingame 7,Burlingame Oil LLC,Oil Development,Active,Bradford,Chipmunk & Bradford 3rd,Cattaraugus,Allegany,Olean,D,Four Mile,,1/27/2011,2/11/2011,2/14/2011,3/2/2011,5/31/2011,,8/14/2011,Released,1,Vertical,9,NA,1140,-78.463795,42.064301,-78.463795,42.064301,1105,1105,0,1105,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-009-27893-00-00 ,Yes,Yes,Yes,27893,Burlingame 100,Burlingame Oil LLC,Oil Development,Active,Chipmunk,Chipmunk & Bradford 3rd,Cattaraugus,Allegany,Olean,D,Four Mile,,2/14/2011,3/9/2011,3/10/2011,3/15/2011,6/14/2011,,9/10/2011,Released,1,Vertical,9,NA,1140,-78.472411,42.062032,-78.472411,42.062032,1300,1300,0,1300,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-009-27894-00-00 ,Yes,Yes,Yes,27894,Burlingame 103,Burlingame Oil LLC,Oil Development,Active,Chipmunk,Chipmunk & Bradford 3rd,Cattaraugus,Allegany,Olean,D,Four Mile,,2/14/2011,3/9/2011,3/21/2011,3/25/2011,6/6/2011,,9/21/2011,Released,1,Vertical,9,NA,1140,-78.471669,42.061081,-78.471669,42.061081,1300,1300,0,1300,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-009-27899-00-00 ,Yes,Yes,Yes,27899,UB 1,Reiss Kenneth G.,Oil Development,Active,Upper Devonian,Richburg,Cattaraugus,Portville,Portville,E,New Field Wildcat,,2/9/2011,4/6/2011,7/13/2011,7/20/2011,7/20/2011,,1/13/2012,Released,1,Vertical,9,NA,1999,-78.310535,42.080357,-78.310535,42.080357,1976,1976,0,1976,Oil Development,Conforms to statewide spacing under Title 5,,No integration order required,,12/5/2025
31-009-27900-00-00 ,Yes,Yes,Yes,27900,Burlingame 101,Burlingame Oil LLC,Oil Development,Active,Chipmunk,Chipmunk & Bradford 3rd,Cattaraugus,Allegany,Olean,D,Four Mile,,3/2/2011,3/25/2011,5/4/2011,5/6/2011,6/21/2011,,11/4/2011,Released,1,Vertical,9,NA,1140,-78.470932,42.062131,-78.470932,42.062131,1330,1330,0,1330,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-009-27901-00-00 ,Yes,Yes,Yes,27901,Burlingame 104,Burlingame Oil LLC,Oil Development,Active,Chipmunk,Chipmunk, Bradford 2nd & 3rd,Cattaraugus,Allegany,Olean,D,Four Mile,,3/2/2011,3/25/2011,5/13/2011,5/19/2011,6/22/2011,,11/13/2011,Released,1,Vertical,9,NA,1140,-78.470833,42.060208,-78.470833,42.060208,1257,1257,0,1257,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-009-27902-00-00 ,No,Yes,No,27902,Jake 1,Interco Energy Development Corp,Not Listed,Expired Permit,Bradford Third,Not Applicable,Cattaraugus,Olean,Olean,D,Four Mile,9/23/2011,3/3/2011,3/23/2011,,,,,,Application Received or Permit Issued,1,Vertical,9,NA,1950,-78.460345,42.05566,-78.460345,42.05566,0,0,0,0,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/9/2011
31-009-27903-00-00 ,Yes,Yes,Yes,27903,Bovaird 3,McCracken Oil & Gas LLC,Oil Development,Active,Bradford Third,Chipmunk, Bradford 2nd & 3rd,Cattaraugus,Carrollton,Knapp Creek,G,Bradford,,3/16/2011,3/29/2011,6/6/2011,6/7/2011,8/4/2011,,12/6/2011,Released,1,Vertical,9,NA,1640,-78.612516,42.008738,-78.612516,42.008738,1680,1680,0,1680,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-009-27904-00-00 ,Yes,Yes,Yes,27904,Bovaird 5,McCracken Oil & Gas LLC,Oil Development,Active,Bradford Third,Chipmunk, Bradford 2nd & 3rd,Cattaraugus,Carrollton,Knapp Creek,G,Bradford,,3/16/2011,3/29/2011,6/2/2011,6/3/2011,7/28/2011,,12/2/2011,Released,1,Vertical,9,NA,1650,-78.613717,42.008728,-78.613717,42.008728,1680,1680,0,1680,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-009-27905-00-00 ,Yes,Yes,Yes,27905,Bovaird 6,McCracken Oil & Gas LLC,Oil Development,Active,Bradford Third,Chipmunk, Bradford 2nd & 3rd,Cattaraugus,Carrollton,Knapp Creek,G,Bradford,,3/16/2011,3/29/2011,5/24/2011,5/31/2011,8/10/2011,,11/24/2011,Released,1,Vertical,9,NA,1675,-78.614822,42.009167,-78.614822,42.009167,1690,1690,0,1690,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-009-27916-00-00 ,Yes,Yes,Yes,27916,Ernest 1,Copper Ridge Oil Inc.,Oil Development,Active,Bradford,Bradford,Cattaraugus,Olean,Hinsdale,H,Five Mile,,4/28/2011,6/2/2011,12/2/2011,12/6/2011,12/21/2011,,6/2/2012,Released,1,Vertical,9,NA,1573,-78.442626,42.126653,-78.442626,42.126653,1550,1550,0,1550,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-009-27917-00-00 ,Yes,Yes,Yes,27917,Schlosser 1-1,McKellpee Energy Corp.,Oil Development,Active,Bradford Third,Chipmunk, Bradford 1st,2nd,3rd,Cattaraugus,Olean,Olean,E,Bradford,,5/3/2011,6/3/2011,6/8/2011,6/10/2011,6/22/2012,,12/8/2011,Released,1,Vertical,9,NA,1950,-78.448034,42.047412,-78.448034,42.047412,1978,1978,0,1978,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-009-27921-00-00 ,Yes,Yes,Yes,27921,Struble 8,Copper Ridge Oil Inc.,Oil Development,Active,Bradford,Bradford,Cattaraugus,Olean,Olean,B,Five Mile,,5/31/2011,7/7/2011,8/18/2011,8/30/2011,11/4/2011,,2/18/2012,Released,1,Vertical,9,NA,1320,-78.43562,42.12325,-78.43562,42.12325,1275,1275,0,1275,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-009-27922-00-00 ,Yes,Yes,Yes,27922,Struble 9,Copper Ridge Oil Inc.,Oil Development,Active,Bradford,Bradford,Cattaraugus,Olean,Olean,B,Five Mile,,5/31/2011,7/7/2011,7/25/2011,7/28/2011,11/16/2011,,1/25/2012,Released,1,Vertical,9,NA,1430,-78.435305,42.125052,-78.435305,42.125052,1352,1352,0,1352,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-009-27923-00-00 ,Yes,Yes,Yes,27923,Struble 10,Copper Ridge Oil Inc.,Oil Development,Active,Bradford,Bradford,Cattaraugus,Olean,Olean,B,Five Mile,,5/31/2011,7/7/2011,10/11/2011,10/13/2011,11/10/2011,,4/11/2012,Released,1,Vertical,9,NA,1330,-78.432909,42.125049,-78.432909,42.125049,1275,1275,0,1275,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-009-27924-00-00 ,Yes,Yes,Yes,27924,Struble 11,Copper Ridge Oil Inc.,Oil Development,Active,Bradford,Bradford,Cattaraugus,Olean,Olean,B,Five Mile,,5/31/2011,7/7/2011,10/25/2011,11/1/2011,12/9/2011,,4/25/2012,Released,1,Vertical,9,NA,1320,-78.4331,42.123278,-78.4331,42.123278,1275,1275,0,1275,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-009-27925-00-00 ,Yes,Yes,Yes,27925,Pfouts JL1,Little Jay R.,Oil Development,Active,Bradford & Chipmunk,Bradford,Cattaraugus,Carrollton,Knapp Creek,G,Bradford,,6/2/2011,7/18/2011,8/15/2011,8/19/2011,1/15/2012,,2/15/2012,Released,1,Vertical,9,NA,2000,-78.60125,42.019886,-78.60125,42.019886,1381,1381,0,1381,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-009-27926-00-00 ,Yes,Yes,Yes,27926,Pfouts JL2,Little Jay R.,Oil Development,Active,Bradford & Chipmunk,Bradford,Cattaraugus,Carrollton,Knapp Creek,G,Bradford,,6/2/2011,7/18/2011,8/23/2011,8/25/2011,1/16/2012,,2/23/2012,Released,1,Vertical,9,NA,2000,-78.598702,42.019627,-78.598702,42.019627,1410,1410,0,1410,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-009-27927-00-00 ,Yes,Yes,Yes,27927,Parker 18-2,McKellpee Energy Corp.,Oil Development,Active,Bradford Third,Chipmunk, Bradford 1st,2nd,3rd,Cattaraugus,Olean,Olean,H,Bradford,,6/8/2011,7/14/2011,7/20/2011,8/15/2011,6/23/2012,,1/20/2012,Released,1,Vertical,9,NA,1950,-78.444909,42.040246,-78.444909,42.040246,1922,1922,0,1922,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-009-27928-00-00 ,Yes,Yes,Yes,27928,Struble 16,Copper Ridge Oil Inc.,Oil Development,Active,Bradford,Bradford,Cattaraugus,Olean,Olean,B,Five Mile,,6/10/2011,8/5/2011,8/11/2011,8/11/2011,10/14/2011,,2/11/2012,Released,1,Vertical,9,NA,1490,-78.437811,42.120146,-78.437811,42.120146,1453,1453,0,1453,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-009-27929-00-01 ,Yes,Yes,Yes,27929,Parker 18-1,McKellpee Energy Corp.,Oil Development,Active,Bradford Third,Bradford,Cattaraugus,Olean,Olean,H,Bradford,,2/13/2012,2/16/2012,3/7/2012,3/9/2012,10/29/2012,,9/7/2012,Released,1,Vertical,9,NA,1700,-78.443496,42.040586,-78.443496,42.040586,1698,1698,0,1698,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-009-27947-00-00 ,Yes,Yes,Yes,27947,David 4,Pan Energy Company Inc.,Oil Wildcat,Inactive,Onondaga,Akron,Cattaraugus,Dayton,Cherry Creek,C,Lakeshore,,8/24/2011,12/5/2011,6/4/2012,7/30/2012,10/22/2012,,12/4/2012,Released,1,Vertical,9,NA,2350,-79.01686,42.35364,-79.01686,42.35364,2375,2375,0,2375,Oil Wildcat,Conforms to statewide spacing under Title 5,,No integration order required,,12/5/2025
31-009-27950-00-00 ,Yes,Yes,Yes,27950,James 109,Stateside Energy Group LLC,Oil Development,Active,Bradford Third,Chipmunk, Bradford 1st,2nd,3rd,Cattaraugus,Olean,Olean,H,Bradford,,8/31/2011,10/19/2011,2/14/2012,2/17/2012,5/14/2012,,8/14/2012,Released,1,Vertical,9,NA,1750,-78.457191,42.028386,-78.457191,42.028386,1755,1755,0,1755,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-009-27951-00-00 ,Yes,Yes,Yes,27951,James 110,Stateside Energy Group LLC,Oil Development,Active,Bradford Third,Chipmunk, Bradford 1st,2nd,3rd,Cattaraugus,Olean,Olean,G,Bradford,,8/31/2011,10/19/2011,2/27/2012,3/1/2012,5/16/2012,,8/27/2012,Released,1,Vertical,9,NA,1730,-78.458705,42.030194,-78.458705,42.030194,1730,1730,0,1730,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-009-27952-00-00 ,Yes,Yes,Yes,27952,James 112,Stateside Energy Group LLC,Oil Development,Active,Bradford Third,Chipmunk, Bradford 1st,2nd,3rd,Cattaraugus,Olean,Olean,G,Bradford,,8/31/2011,10/19/2011,2/21/2012,2/24/2012,5/19/2012,,8/21/2012,Released,1,Vertical,9,NA,1750,-78.460933,42.032302,-78.460933,42.032302,1750,1750,0,1750,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
31-009-27961-00-00 ,Yes,Yes,Yes,27961,Young 153A,Pennhills Resources LLC,Oil Development,Active,Upper Devonian,Upper Devonian,Cattaraugus,Olean,Olean,I,Bradford,,11/3/2011,11/16/2011,12/13/2011,12/14/2011,12/30/2011,,6/13/2012,Released,1,Vertical,9,NA,1558,-78.414971,42.034673,-78.414971,42.034673,1533,1533,0,1533,Oil Development,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,12/5/2025
