   API Well Number, Well Name, Operator Name,Year,OIL (Bbls),GAS (Mcf),WATER (Bbls),Months in Production,Well Type, 
   31-029-01685-00-00  ,   ,  Iroquois Gas Corp.  ,2009,0.00,0.00,0.00,0,Gas Development, 
   31-003-66091-00-00  ,  01-18 Hemlock Lease  ,  Heather & Randy Iantorno Oil  ,2009,16.00,,5.00,12,Oil Development, 
   31-003-66061-00-00  ,  011-Godown  ,  Yahn & Yahn Inc.  ,2009,8.00,5.00,2.00,12,Enhanced Oil Recovery - Injection, 
   31-003-15652-00-00  ,  02-18 Hemlock Lease  ,  Heather & Randy Iantorno Oil  ,2009,16.00,,5.00,12,Oil Development, 
   31-003-12023-00-00  ,  023-Godown  ,  Wildcat Oil Producer LLC  ,2009,8.00,5.00,2.00,12,Oil Development, 
   31-003-15822-00-00  ,  03-18 Hemlock Lease  ,  Heather & Randy Iantorno Oil  ,2009,17.00,,5.00,12,Oil Development, 
   31-003-15823-00-00  ,  04-18 Hemlock Lease  ,  Heather & Randy Iantorno Oil  ,2009,17.00,,5.00,12,Oil Development, 
   31-003-15741-00-00  ,  05-18 Hemlock Lease  ,  Heather & Randy Iantorno Oil  ,2009,18.00,,5.00,12,Oil Development, 
   31-003-16402-00-00  ,  06-18 Hemlock Lease  ,  Bull Dog Oil  ,2009,140.00,,30.00,12,Oil Wildcat, 
   31-013-11786-00-00  ,  09 Pagano  ,  Greenridge Oil Company LLC  ,2009,0.00,102.00,0.00,2,Gas Extension, 
   31-003-12014-00-00  ,  09-Godown  ,  Wildcat Oil Producer LLC  ,2009,8.00,5.00,2.00,12,Oil Development, 
   31-013-13692-00-00  ,  1 Briggs  ,  Williams Cynthia L.  ,2009,0.00,250.00,0.00,12,Gas Development, 
   31-003-12851-00-00  ,  1 C & F Clark  ,  Nathan Petroleum Corporation  ,2009,0.00,545.00,0.00,12,Oil Development, 
   31-003-17961-00-00  ,  1 E & M Smith  ,  Klein Oil & Logging  ,2009,67.00,0.00,3.00,12,Oil Development, 
   31-003-12466-00-00  ,  1 Givens 1  ,  Moon Dog Hunting Camp Inc  ,2009,0.00,0.00,0.00,0,Oil Development, 
   31-003-12748-00-00  ,  1 Givens 2  ,  Moon Dog Hunting Camp Inc  ,2009,0.00,0.00,0.00,0,Oil Development, 
   31-029-14325-00-00  ,  1 H M Foundations  ,  NLC Newstead Holdings LLC  ,2009,,702.00,0.00,12,Gas Development, 
   31-029-14529-00-00  ,  1 Heintz  ,  Weil Resources Inc.  ,2009,,5529.00,0.00,12,Gas Development, 
   31-013-15982-00-00  ,  1 Maple  ,  Bemus Point Central School District  ,2009,0.00,0.00,0.00,0,Gas Development, 
   31-029-13054-00-00  ,  1 Rudnick  ,  Basinski Gerald S.  ,2009,0.00,0.00,0.00,0,Gas Development, 
   31-009-18828-00-00  ,  1 Spurr  ,  Vertical Energy Inc.  ,2009,26.00,,8.00,12,Oil Development, 
   31-003-66116-00-00  ,  1 Well  ,  Sturdevant Walter B.  ,2009,13.00,,25.00,12,Oil Development, 
   31-029-12800-00-00  ,  1 Wilson Great Batch  ,  Greatbatch Ltd.  ,2009,,60.00,1.00,12,Gas Development, 
   31-013-13754-00-00  ,  1022 Cook  ,  Cotton Well Drilling Company Inc.  ,2009,,121.00,0.00,3,Gas Development, 
   31-003-10037-00-00  ,  13 Quintette-Stillman  ,  The Richardson Petroleum Corporation  ,2009,11.00,79.00,3.00,12,Oil Development, 
   31-003-05518-00-00  ,  13-79  ,  Estate of James Robert Wells  ,2009,14.00,0.00,0.00,12,Oil Wildcat, 
   31-013-11952-00-00  ,  14 McAllister  ,  Greenridge Oil Company LLC  ,2009,0.00,696.00,0.00,10,Gas Development, 
   31-003-10099-00-00  ,  14 Quintette-Stillman  ,  The Richardson Petroleum Corporation  ,2009,11.00,79.00,3.00,12,Oil Development, 
   31-003-16401-00-00  ,  1-43 Lot 43  ,  Klein Oil & Logging  ,2009,10.00,1.00,4.00,6,Oil Development, 
   31-003-10930-00-00  ,  15 Quintette-Stillman  ,  The Richardson Petroleum Corporation  ,2009,11.00,79.00,3.00,12,Oil Development, 
   31-003-08341-00-00  ,  1-53/54 Kv  ,  Klein Oil & Logging  ,2009,20.00,1.00,5.00,12,Oil Development, 
   31-003-17658-00-00  ,  16 Heselton  ,  The Richardson Petroleum Corporation  ,2009,68.00,,12.00,12,Oil Development, 
   31-003-10965-00-00  ,  16 Quintette-Stillman  ,  The Richardson Petroleum Corporation  ,2009,11.00,79.00,3.00,12,Oil Development, 
   31-003-17659-00-00  ,  17 Heselton  ,  The Richardson Petroleum Corporation  ,2009,68.00,,12.00,12,Oil Development, 
   31-003-11301-00-00  ,  17 Quintette-Stillman  ,  The Richardson Petroleum Corporation  ,2009,11.00,79.00,3.00,12,Oil Development, 
   31-003-17668-00-00  ,  18 Heselton  ,  The Richardson Petroleum Corporation  ,2009,68.00,,12.00,12,Oil Development, 
   31-003-11592-00-00  ,  18 Quintette-Stillman  ,  The Richardson Petroleum Corporation  ,2009,11.00,79.00,3.00,12,Oil Development, 
   31-003-17787-00-00  ,  19 Heselton  ,  The Richardson Petroleum Corporation  ,2009,68.00,,12.00,12,Oil Development, 
   31-003-12085-00-00  ,  19 Quintette-Stillman  ,  The Richardson Petroleum Corporation  ,2009,11.00,79.00,3.00,12,Oil Development, 
   31-003-64824-00-00  ,  1-90 Kb  ,  Estate of James Robert Wells  ,2009,28.00,0.00,0.00,12,Oil Development, 
   31-003-60464-00-00  ,  2  ,  Greene Sheldon K.  ,2009,0.00,0.00,0.00,0,Gas Development, 
   31-003-13832-00-00  ,  2 C & F Clark  ,  The Richardson Petroleum Corporation  ,2009,0.00,545.00,0.00,12,Oil Development, 
   31-013-12947-00-00  ,  2 Joint Venture  ,  Cotton Well Drilling Company Inc.  ,2009,,1792.00,45.00,12,Gas Development, 
   31-003-04825-00-00  ,  2 L. Potter  ,  Outman Joshua J.  ,2009,42.00,0.00,0.00,12,Oil Development, 
   31-009-18829-00-00  ,  2 Spurr  ,  Vertical Energy Inc.  ,2009,20.00,,8.00,12,Oil Development, 
   31-003-66117-00-00  ,  2 Well  ,  Sturdevant Walter B.  ,2009,23.00,,20.00,12,Oil Development, 
   31-029-13012-00-00  ,  2 Winter's  ,  Winter Marvin J.  ,2009,,1.00,0.00,12,Gas Development, 
   31-003-11442-00-00  ,  20 Norton-Clark  ,  The Richardson Petroleum Corporation  ,2009,35.00,216.00,4.00,12,Oil Development, 
   31-003-11494-00-00  ,  21 Norton-Clark  ,  The Richardson Petroleum Corporation  ,2009,35.00,216.00,4.00,12,Oil Development, 
   31-013-18724-00-00  ,  21205 Wiggers  ,  PPP Future Development Inc.  ,2009,0.00,0.00,0.00,0,Gas Development, 
   31-009-08279-00-00  ,  219 Geiger  ,  Frank H. Stephan Oil Group  ,2009,10.00,0.00,3.00,12,Oil Development, 
   31-003-17784-00-00  ,  22 Heselton  ,  The Richardson Petroleum Corporation  ,2009,68.00,,12.00,12,Oil Development, 
   31-003-15014-00-00  ,  22 Norton-Clark  ,  The Richardson Petroleum Corporation  ,2009,35.00,216.00,4.00,12,Oil Development, 
   31-009-09542-00-00  ,  220 Geiger  ,  Frank H. Stephan Oil Group  ,2009,10.00,0.00,3.00,12,Oil Development, 
   31-009-10257-00-00  ,  221 Geiger  ,  Frank H. Stephan Oil Group  ,2009,10.00,0.00,3.00,12,Oil Development, 
   31-009-10415-00-00  ,  222 Geiger  ,  Frank H. Stephan Oil Group  ,2009,10.00,0.00,3.00,12,Oil Development, 
   31-009-10704-00-00  ,  223 Geiger  ,  Frank H. Stephan Oil Group  ,2009,10.00,0.00,3.00,12,Oil Development, 
   31-009-11171-00-00  ,  227 Geiger  ,  Frank H. Stephan Oil Group  ,2009,10.00,0.00,3.00,12,Oil Development, 
   31-009-11280-00-00  ,  228 Geiger  ,  Frank H. Stephan Oil Group  ,2009,10.00,0.00,3.00,12,Oil Development, 
   31-009-14212-00-00  ,  229 Geiger  ,  Frank H. Stephan Oil Group  ,2009,8.00,0.00,3.00,12,Oil Development, 
   31-003-18334-00-00  ,  23 Heselton  ,  The Richardson Petroleum Corporation  ,2009,68.00,,12.00,12,Oil Development, 
   31-009-13052-00-00  ,  230 Geiger  ,  Frank H. Stephan Oil Group  ,2009,8.00,0.00,3.00,12,Oil Development, 
   31-009-12909-00-00  ,  231 Geiger  ,  Frank H. Stephan Oil Group  ,2009,8.00,0.00,3.00,12,Oil Development, 
   31-009-15843-00-00  ,  233 Geiger  ,  Frank H. Stephan Oil Group  ,2009,8.00,0.00,3.00,12,Oil Development, 
   31-009-16006-00-00  ,  234 Geiger  ,  Frank H. Stephan Oil Group  ,2009,8.00,0.00,3.00,12,Oil Development, 
   31-009-16440-00-00  ,  235 Geiger  ,  Frank H. Stephan Oil Group  ,2009,8.00,0.00,3.00,12,Oil Development, 
   31-009-16529-00-00  ,  236 Geiger  ,  Frank H. Stephan Oil Group  ,2009,8.00,0.00,3.00,12,Oil Development, 
   31-009-16530-00-00  ,  238 Geiger  ,  Frank H. Stephan Oil Group  ,2009,8.00,0.00,3.00,12,Oil Development, 
   31-009-16531-00-00  ,  239 Geiger  ,  Frank H. Stephan Oil Group  ,2009,8.00,0.00,3.00,12,Oil Development, 
   31-003-18402-00-00  ,  2-43 Lot 43  ,  Klein Oil & Logging  ,2009,10.00,1.00,4.00,6,Oil Development, 
   31-003-08913-00-00  ,  2-53/54 Kv  ,  Klein Oil & Logging  ,2009,20.00,1.00,5.00,12,Oil Wildcat, 
   31-013-13064-00-00  ,  27 Castile 2  ,  P&H Gas LLC  ,2009,0.00,318.00,0.00,12,Gas Development, 
   31-003-64825-00-00  ,  2-90 Kb  ,  Estate of James Robert Wells  ,2009,15.00,0.00,0.00,12,Oil Development, 
   31-003-17062-00-00  ,  3 C & F Clark  ,  Nathan Petroleum Corporation  ,2009,0.00,545.00,0.00,12,Oil Development, 
   31-003-14897-00-00  ,  3 Hoyt  ,  Schiralli Bradley L.  ,2009,24.00,0.00,1.00,12,Oil Development, 
   31-013-12948-00-00  ,  3 Joint Venture  ,  Cotton Well Drilling Company Inc.  ,2009,,1792.00,0.00,12,Gas Development, 
   31-003-66118-00-00  ,  3 Well  ,  Sturdevant Walter B.  ,2009,0.00,0.00,0.00,0,Oil Development, 
   31-013-14388-00-00  ,  3118 Ferro Alloy  ,  Stedman Energy Inc.  ,2009,,583.00,48.00,10,Gas Development, 
   31-013-14389-00-00  ,  3119 Ferro Alloy  ,  Stedman Energy Inc.  ,2009,,511.00,0.00,10,Gas Development, 
   31-013-14390-00-00  ,  3120 Ferro Alloy  ,  Stedman Energy Inc.  ,2009,,448.00,0.00,10,Gas Development, 
   31-013-14393-00-00  ,  3124 Warnshius  ,  Stedman Energy Inc.  ,2009,,75.00,0.00,5,Gas Development, 
   31-013-14394-00-00  ,  3125 Besch  ,  Cotton Well Drilling Company Inc.  ,2009,,522.00,40.00,12,Gas Development, 
   31-013-14395-00-00  ,  3126 Besch  ,  Cotton Well Drilling Company Inc.  ,2009,,572.00,0.00,12,Gas Development, 
   31-013-14396-00-00  ,  3127 Besch  ,  Cotton Well Drilling Company Inc.  ,2009,,558.00,0.00,12,Gas Development, 
   31-013-14771-00-00  ,  3129 Sweetman  ,  Cotton Well Drilling Company Inc.  ,2009,,587.00,0.00,12,Gas Development, 
   31-013-14399-00-00  ,  3130 Sweetman  ,  Cotton Well Drilling Company Inc.  ,2009,,523.00,0.00,12,Gas Development, 
   31-013-14400-00-00  ,  3131 Thompson  ,  Cotton Well Drilling Company Inc.  ,2009,,1055.00,0.00,12,Gas Development, 
   31-013-14401-00-00  ,  3132 Thompson  ,  Cotton Well Drilling Company Inc.  ,2009,,580.00,0.00,12,Gas Development, 
   31-013-14402-00-00  ,  3133 Mason  ,  Cotton Well Drilling Company Inc.  ,2009,,571.00,0.00,12,Gas Development, 
   31-013-14406-00-00  ,  3136 Meaney  ,  Cotton Well Drilling Company Inc.  ,2009,,997.00,0.00,12,Gas Development, 
   31-013-14405-00-00  ,  3137 Meaney  ,  Cotton Well Drilling Company Inc.  ,2009,,517.00,0.00,12,Gas Development, 
   31-013-15029-00-00  ,  3146 Smith  ,  Stedman Energy Inc.  ,2009,,224.00,0.00,12,Gas Development, 
   31-013-15030-00-00  ,  3147 Smith  ,  Stedman Energy Inc.  ,2009,,234.00,45.00,12,Gas Development, 
   31-013-14604-00-00  ,  3150 Brown  ,  Kettlebrook Energy Inc.  ,2009,0.00,600.00,30.00,12,Gas Development, 
   31-013-14607-00-00  ,  3153 Brown  ,  Kettlebrook Energy Inc.  ,2009,0.00,800.00,0.00,12,Gas Development, 
   31-013-14608-00-00  ,  3154 Brown  ,  Kettlebrook Energy Inc.  ,2009,0.00,450.00,0.00,12,Gas Development, 
   31-013-14609-00-00  ,  3155 Brown  ,  Kettlebrook Energy Inc.  ,2009,0.00,520.00,30.00,12,Gas Development, 
   31-003-09615-00-00  ,  33-68 Lot 68  ,  Klein Oil & Logging  ,2009,45.00,,25.00,12,Oil Development, 
   31-009-15358-00-00  ,  338 Geiger  ,  Frank H. Stephan Oil Group  ,2009,8.00,0.00,3.00,12,Oil Development, 
   31-003-12034-00-00  ,  34 Swarthout  ,  Smith Ronald L.  ,2009,0.00,0.00,0.00,0,Oil Development, 
   31-003-13951-00-00  ,  35 Swarthout  ,  Smith Ronald L.  ,2009,0.00,0.00,0.00,0,Oil Development, 
   31-003-09461-00-00  ,  3-53/68 Kv  ,  Klein Oil & Logging  ,2009,45.00,,20.00,12,Oil Wildcat, 
   31-003-15230-00-00  ,  35-68 Lot 68  ,  Klein Oil & Logging  ,2009,50.00,,25.00,12,Oil Development, 
   31-003-64826-00-00  ,  3-90 Kb  ,  Estate of James Robert Wells  ,2009,14.00,0.00,0.00,12,Oil Development, 
   31-003-60465-00-00  ,  4  ,  Greene Sheldon K.  ,2009,0.00,0.00,0.00,0,Gas Development, 
   31-003-66119-00-00  ,  4 Well  ,  Sturdevant Walter B.  ,2009,0.00,0.00,0.00,0,Oil Development, 
   31-003-14782-00-00  ,  40-68 Lot 68  ,  Klein Oil & Logging  ,2009,50.00,,25.00,12,Oil Development, 
   31-003-10392-00-00  ,  41 Bayard Austin  ,  Wildcat Oil Producer LLC  ,2009,18.00,400.00,4.00,12,Oil Development, 
   31-003-10446-00-00  ,  41-68 Lot 68  ,  Klein Oil & Logging  ,2009,40.00,,25.00,12,Oil Development, 
   31-003-14890-00-00  ,  41a-68 Lot 68  ,  Klein Oil & Logging  ,2009,45.00,,20.00,12,Oil Development, 
   31-003-10520-00-00  ,  42-68 Lot 68  ,  Klein Oil & Logging  ,2009,45.00,,20.00,12,Oil Development, 
   31-003-09460-00-00  ,  43 Black  ,  Klein Oil & Logging  ,2009,9.00,,8.00,6,Oil Development, 
   31-003-10594-00-00  ,  43-68 Lot 68  ,  Klein Oil & Logging  ,2009,40.00,,20.00,12,Oil Development, 
   31-003-09559-00-00  ,  44 Black  ,  Klein Oil & Logging  ,2009,9.00,,8.00,6,Oil Development, 
   31-003-15059-00-00  ,  44-68 Lot 68  ,  Klein Oil & Logging  ,2009,40.00,,20.00,12,Oil Development, 
   31-003-15199-00-00  ,  45-68 Lot 68  ,  Klein Oil & Logging  ,2009,42.00,,25.00,12,Oil Development, 
   31-003-11567-00-00  ,  46 Bayard Austin  ,  Wildcat Oil Producer LLC  ,2009,18.00,400.00,4.00,12,Oil Development, 
   31-003-09863-00-00  ,  46 Black  ,  Klein Oil & Logging  ,2009,7.00,,8.00,6,Oil Development, 
   31-003-10374-00-00  ,  46 Quintette-Bledsoe  ,  The Richardson Petroleum Corporation  ,2009,11.00,79.00,3.00,12,Oil Development, 
   31-003-09574-00-00  ,  4-68 Kv  ,  Klein Oil & Logging  ,2009,45.00,,25.00,12,Oil Wildcat, 
   31-003-10248-00-00  ,  47 Black  ,  Klein Oil & Logging  ,2009,7.00,,8.00,6,Oil Development, 
   31-003-10576-00-00  ,  47 Quintette-Bledsoe  ,  The Richardson Petroleum Corporation  ,2009,7.00,176.00,3.00,12,Oil Development, 
   31-003-11300-00-00  ,  48 Quintette-Bledsoe  ,  The Richardson Petroleum Corporation  ,2009,7.00,176.00,3.00,12,Oil Development, 
   31-003-64827-00-00  ,  4-90 kb  ,  Estate of James Robert Wells  ,2009,16.00,0.00,0.00,12,Oil Development, 
   31-013-12950-00-00  ,  5 Joint Venture  ,  Cotton Well Drilling Company Inc.  ,2009,,896.00,0.00,12,Gas Development, 
   31-003-11943-00-00  ,  50 Quintette-Bledsoe  ,  The Richardson Petroleum Corporation  ,2009,7.00,176.00,1.00,12,Oil Development, 
   31-013-13878-00-00  ,  5000 Salhoff  ,  Cotton Well Drilling Company Inc.  ,2009,,677.00,45.00,10,Gas Development, 
   31-013-13879-00-00  ,  5001 Salhoff  ,  Cotton Well Drilling Company Inc.  ,2009,,676.00,0.00,10,Gas Development, 
   31-003-12852-00-00  ,  51 Quintette-Bledsoe  ,  The Richardson Petroleum Corporation  ,2009,7.00,176.00,3.00,12,Oil Development, 
   31-003-13871-00-00  ,  52 Quintette-Bledsoe  ,  The Richardson Petroleum Corporation  ,2009,7.00,176.00,3.00,12,Oil Development, 
   31-009-63478-00-00  ,  5256 1 (Carey Hollow)  ,  Carls Kevin D  ,2009,13.00,,0.00,12,Oil Development, 
   31-009-63486-00-00  ,  5256 10 (Carey Hollow)  ,  Carls Kevin D  ,2009,13.00,,0.00,12,Oil Development, 
   31-009-63479-00-00  ,  5256 3 (Carey Hollow )  ,  Carls Kevin D  ,2009,13.00,,0.00,12,Oil Development, 
   31-009-63480-00-00  ,  5256 4 (Carey Hollow)  ,  Carls Kevin D  ,2009,13.00,,0.00,12,Oil Development, 
   31-009-63481-00-00  ,  5256 5 (Carey Hollow)  ,  Carls Kevin D  ,2009,13.00,,0.00,12,Oil Development, 
   31-009-63482-00-00  ,  5256 6 (Carey Hollow)  ,  Carls Kevin D  ,2009,13.00,,0.00,12,Oil Development, 
   31-009-63483-00-00  ,  5256 7 (Carey Hollow)  ,  Carls Kevin D  ,2009,13.00,,0.00,12,Oil Development, 
   31-009-63484-00-00  ,  5256 8 (CareyHollow)  ,  Carls Kevin D  ,2009,13.00,,0.00,12,Oil Development, 
   31-009-63485-00-00  ,  5256 9 (Carey Hollow)  ,  Carls Kevin D  ,2009,14.00,,0.00,12,Oil Development, 
   31-003-10075-00-00  ,  5-53;68 K-Arcy-Vossl  ,  Klein Oil & Logging  ,2009,45.00,,25.00,12,Oil Development, 
   31-003-64809-00-00  ,  5-79  ,  Estate of James Robert Wells  ,2009,16.00,0.00,0.00,12,Oil Development, 
   31-003-66121-00-00  ,  6 Well  ,  Sturdevant Walter B.  ,2009,10.00,,28.00,12,Oil Development, 
   31-003-11037-00-00  ,  6-53;54 K-Arcy-Vossler  ,  Klein Oil & Logging  ,2009,20.00,1.00,5.00,12,Oil Development, 
   31-003-64810-00-00  ,  6-79  ,  Estate of James Robert Wells  ,2009,16.00,0.00,0.00,12,Oil Development, 
   31-003-09226-00-00  ,  7-68 Lot 68  ,  Klein Oil & Logging  ,2009,40.00,,20.00,12,Oil Extension, 
   31-003-05505-00-00  ,  7-79  ,  Estate of James Robert Wells  ,2009,12.00,0.00,0.00,12,Oil Wildcat, 
   31-003-66123-00-00  ,  8 Well  ,  Sturdevant Walter B.  ,2009,0.00,0.00,0.00,0,Oil Development, 
   31-003-11357-00-00  ,  8-79 63t79t  ,  Estate of James Robert Wells  ,2009,15.00,0.00,0.00,12,Oil Development, 
   31-003-13561-00-00  ,  8b-90 K-Arcy-Bunnell  ,  Estate of James Robert Wells  ,2009,21.00,0.00,0.00,12,Oil Development, 
   31-013-17947-00-00  ,  A Carlson Unit 1  ,  PPP Future Development Inc.  ,2009,0.00,102.00,0.00,12,Gas Development, 
   31-013-17749-00-00  ,  A Fairbanks 1  ,  Cotton Well Drilling Company Inc.  ,2009,,191.00,0.00,6,Gas Development, 
   31-009-18071-00-00  ,  A Lumber 1  ,  Greenway Energy LLC  ,2009,0.00,67.00,0.00,4,Gas Development, 
   31-029-17791-00-00  ,  A Mammoser 1  ,  Cotton Well Drilling Company Inc.  ,2009,,50.00,0.00,4,Gas Development, 
   31-029-18665-00-00  ,  A Mammoser 3  ,  Cotton Well Drilling Company Inc.  ,2009,,65.00,0.00,5,Gas Development, 
   31-009-17835-00-00  ,  A Rote 1  ,  Greenway Energy LLC  ,2009,0.00,0.00,0.00,0,Gas Development, 
   31-009-17888-00-00  ,  A Schlegel 1  ,  Greenway Energy LLC  ,2009,0.00,0.00,0.00,0,Gas Development, 
   31-003-68173-00-00  ,  A&F Oil Co. 033  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Enhanced Oil Recovery - Injection, 
   31-003-68174-00-00  ,  A&F Oil Co. 034  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Enhanced Oil Recovery - Injection, 
   31-003-68175-00-00  ,  A&F Oil Co. 035  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Enhanced Oil Recovery - Injection, 
   31-003-68176-00-00  ,  A&F Oil Co. 036  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Enhanced Oil Recovery - Injection, 
   31-003-68177-00-00  ,  A&F Oil Co. 037  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Enhanced Oil Recovery - Injection, 
   31-003-68178-00-00  ,  A&F Oil Co. 038  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Enhanced Oil Recovery - Injection, 
   31-003-68179-00-00  ,  A&F Oil Co. 046  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Enhanced Oil Recovery - Injection, 
   31-003-68180-00-00  ,  A&F Oil Co. 047  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Enhanced Oil Recovery - Injection, 
   31-003-68181-00-00  ,  A&F Oil Co. 048  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Enhanced Oil Recovery - Injection, 
   31-003-68182-00-00  ,  A&F Oil Co. 049  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Enhanced Oil Recovery - Injection, 
   31-003-68183-00-00  ,  A&F Oil Co. 050  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Enhanced Oil Recovery - Injection, 
   31-003-68184-00-00  ,  A&F Oil Co. 051  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Enhanced Oil Recovery - Injection, 
   31-003-68186-00-00  ,  A&F Oil Co. 060  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Enhanced Oil Recovery - Injection, 
   31-003-68187-00-00  ,  A&F Oil Co. 061  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Enhanced Oil Recovery - Injection, 
   31-003-68188-00-00  ,  A&F Oil Co. 062  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Enhanced Oil Recovery - Injection, 
   31-003-68189-00-00  ,  A&F Oil Co. 063  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Enhanced Oil Recovery - Injection, 
   31-003-68191-00-00  ,  A&F Oil Co. 072  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Enhanced Oil Recovery - Injection, 
   31-003-68192-00-00  ,  A&F Oil Co. 073  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Enhanced Oil Recovery - Injection, 
   31-003-68193-00-00  ,  A&F Oil Co. 074  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Enhanced Oil Recovery - Injection, 
   31-003-68197-00-00  ,  A&F Oil Co. 086  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Enhanced Oil Recovery - Injection, 
   31-003-65929-00-00  ,  A&F Oil Co. 1  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Oil Development, 
   31-003-65925-00-00  ,  A&F Oil Co. 10  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Oil Development, 
   31-003-65924-00-00  ,  A&F Oil Co. 12  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Oil Development, 
   31-003-65891-00-00  ,  A&F Oil Co. 128  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Oil Development, 
   31-003-65923-00-00  ,  A&F Oil Co. 13  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Oil Development, 
   31-003-65922-00-00  ,  A&F Oil Co. 14  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Oil Development, 
   31-003-65921-00-00  ,  A&F Oil Co. 25  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Oil Development, 
   31-003-65920-00-00  ,  A&F Oil Co. 26  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Oil Development, 
   31-003-65919-00-00  ,  A&F Oil Co. 27  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Oil Development, 
   31-003-65918-00-00  ,  A&F Oil Co. 28  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Oil Development, 
   31-003-65917-00-00  ,  A&F Oil Co. 29  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Oil Development, 
   31-003-65916-00-00  ,  A&F Oil Co. 30  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Oil Development, 
   31-003-65915-00-00  ,  A&F Oil Co. 39  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Oil Development, 
   31-003-65914-00-00  ,  A&F Oil Co. 40  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Oil Development, 
   31-003-65913-00-00  ,  A&F Oil Co. 41  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Oil Development, 
   31-003-65912-00-00  ,  A&F Oil Co. 42  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Oil Development, 
   31-003-65911-00-00  ,  A&F Oil Co. 43  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Oil Development, 
   31-003-65910-00-00  ,  A&F Oil Co. 44  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Oil Development, 
   31-003-65909-00-00  ,  A&F Oil Co. 52  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Oil Development, 
   31-003-65908-00-00  ,  A&F Oil Co. 54  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Oil Development, 
   31-003-65907-00-00  ,  A&F Oil Co. 55  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Oil Development, 
   31-003-65906-00-00  ,  A&F Oil Co. 56  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Oil Development, 
   31-003-65905-00-00  ,  A&F Oil Co. 57  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Oil Development, 
   31-003-65927-00-00  ,  A&F Oil Co. 6  ,  Simon of Bolivar Enterprises Inc.  ,2009,0.00,0.00,0.00,0,Oil Development, 
