   API Well Number, Well Name, Operator Name,Year,OIL (Bbls),GAS (Mcf),WATER (Bbls),Months in Production,Well Type, 
   31-013-11786-00-00  ,  09 Pagano  ,  Greenridge Oil Company LLC  ,1991,0.00,2600.00,0.00,12, GD , 
   31-013-13692-00-00  ,  1 Briggs  ,  Williams Cynthia L.  ,1991,0.00,280.00,1.00,5, GD , 
   31-121-15933-00-00  ,  1 Fee  ,  Perry Central Schools  ,1991,0.00,46.00,0.00,0, GD , 
   31-029-12621-00-00  ,  1 Fee Well  ,  Exolon-Esk Co.  ,1991,0.00,0.00,0.00,0, GD , 
   31-029-14325-00-00  ,  1 H M Foundations  ,  NLC Newstead Holdings LLC  ,1991,0.00,0.00,0.00,0, GD , 
   31-029-14529-00-00  ,  1 Heintz  ,  Weil Resources Inc.  ,1991,0.00,11060.00,1.00,12, GD , 
   31-013-15982-00-00  ,  1 Maple  ,  Bemus Point Central School District  ,1991,0.00,4325.00,0.00,12, GD , 
   31-029-13054-00-00  ,  1 Rudnick  ,  Basinski Gerald S.  ,1991,0.00,1336.00,1.00,12, GD , 
   31-009-66112-00-00  ,  1 Well  ,  EWP Lumber Inc.  ,1991,0.00,0.00,0.00,0, OD , 
   31-029-12800-00-00  ,  1 Wilson Great Batch  ,  Greatbatch Ltd.  ,1991,0.00,516.00,0.00,12, GD , 
   31-013-13754-00-00  ,  1022 Cook  ,  Cotton Well Drilling Company Inc.  ,1991,0.00,100.00,0.00,12,Not Listed, 
   31-013-10470-00-00  ,  13 Miller  ,  Baker Jessup J.  ,1991,0.00,0.00,0.00,0, GD , 
   31-013-11952-00-00  ,  14 McAllister  ,  Greenridge Oil Company LLC  ,1991,0.00,1562.00,0.00,12, GD , 
   31-013-12947-00-00  ,  2 Joint Venture  ,  Cotton Well Drilling Company Inc.  ,1991,0.00,0.00,0.00,0, GD , 
   31-009-66113-00-00  ,  2 Well  ,  EWP Lumber Inc.  ,1991,0.00,0.00,0.00,0, OD , 
   31-029-13012-00-00  ,  2 Winter's  ,  Winter Marvin J.  ,1991,0.00,1.00,0.00,0, GD , 
   31-013-18724-00-00  ,  21205 Wiggers  ,  PPP Future Development Inc.  ,1991,0.00,4635.00,10.00,11, GD , 
   31-013-18575-00-00  ,  21213 Bennink  ,  Columbia Gas Transmission LLC  ,1991,0.00,0.00,0.00,0, GD , 
   31-013-13064-00-00  ,  27 Castile 2  ,  P&H Gas LLC  ,1991,0.00,919.00,0.00,12, GD , 
   31-013-12948-00-00  ,  3 Joint Venture  ,  Cotton Well Drilling Company Inc.  ,1991,0.00,33.00,0.00,3, GD , 
   31-009-66114-00-00  ,  3 Well  ,  EWP Lumber Inc.  ,1991,0.00,0.00,0.00,0, OD , 
   31-013-14388-00-00  ,  3118 Ferro Alloy  ,  Stedman Energy Inc.  ,1991,0.00,213.00,0.00,8, GD , 
   31-013-14389-00-00  ,  3119 Ferro Alloy  ,  Stedman Energy Inc.  ,1991,0.00,344.00,0.00,8, GD , 
   31-013-14390-00-00  ,  3120 Ferro Alloy  ,  Stedman Energy Inc.  ,1991,0.00,392.00,0.00,8, GD , 
   31-013-14393-00-00  ,  3124 Warnshius  ,  Stedman Energy Inc.  ,1991,0.00,224.00,0.00,12, GD , 
   31-013-14394-00-00  ,  3125 Besch  ,  Cotton Well Drilling Company Inc.  ,1991,0.00,105.00,0.00,12, GD , 
   31-013-14395-00-00  ,  3126 Besch  ,  Cotton Well Drilling Company Inc.  ,1991,0.00,269.00,0.00,9, GD , 
   31-013-14396-00-00  ,  3127 Besch  ,  Cotton Well Drilling Company Inc.  ,1991,0.00,935.00,0.00,12, GD , 
   31-013-14771-00-00  ,  3129 Sweetman  ,  Cotton Well Drilling Company Inc.  ,1991,0.00,1719.00,0.00,12, GD , 
   31-013-14399-00-00  ,  3130 Sweetman  ,  Cotton Well Drilling Company Inc.  ,1991,0.00,2151.00,40.00,12, GD , 
   31-013-14400-00-00  ,  3131 Thompson  ,  Cotton Well Drilling Company Inc.  ,1991,0.00,2068.00,0.00,12, GD , 
   31-013-14401-00-00  ,  3132 Thompson  ,  Cotton Well Drilling Company Inc.  ,1991,0.00,319.00,0.00,11, GD , 
   31-013-14402-00-00  ,  3133 Mason  ,  Cotton Well Drilling Company Inc.  ,1991,0.00,1102.00,0.00,11, GD , 
   31-013-14406-00-00  ,  3136 Meaney  ,  Cotton Well Drilling Company Inc.  ,1991,0.00,1598.00,0.00,11, GD , 
   31-013-14405-00-00  ,  3137 Meaney  ,  Cotton Well Drilling Company Inc.  ,1991,0.00,912.00,0.00,11, GD , 
   31-013-15015-00-00  ,  3144 Stroebel (Weise)  ,  Weise Russell A. Jr. & Kay P.  ,1991,0.00,3193.00,0.00,12, GD , 
   31-013-14604-00-00  ,  3150 Brown  ,  Kettlebrook Energy Inc.  ,1991,0.00,634.00,0.00,3, GD , 
   31-013-14607-00-00  ,  3153 Brown  ,  Kettlebrook Energy Inc.  ,1991,0.00,199.00,0.00,5, GD , 
   31-013-14608-00-00  ,  3154 Brown  ,  Kettlebrook Energy Inc.  ,1991,0.00,199.00,0.00,5, GD , 
   31-013-14609-00-00  ,  3155 Brown  ,  Kettlebrook Energy Inc.  ,1991,0.00,200.00,55.00,5, GD , 
   31-009-66115-00-00  ,  4 Well  ,  EWP Lumber Inc.  ,1991,0.00,0.00,0.00,0, OD , 
   31-013-12950-00-00  ,  5 Joint Venture  ,  Cotton Well Drilling Company Inc.  ,1991,0.00,64.00,0.00,4, GD , 
   31-013-13878-00-00  ,  5000 Salhoff  ,  Cotton Well Drilling Company Inc.  ,1991,0.00,1164.00,110.00,12, GD , 
   31-013-13879-00-00  ,  5001 Salhoff  ,  Cotton Well Drilling Company Inc.  ,1991,0.00,1164.00,120.00,12, GD , 
   31-013-17947-00-00  ,  A Carlson Unit 1  ,  PPP Future Development Inc.  ,1991,0.00,662.00,1.00,10, GD , 
   31-013-17749-00-00  ,  A Fairbanks 1  ,  Cotton Well Drilling Company Inc.  ,1991,0.00,669.00,40.00,12, GD , 
   31-009-18071-00-00  ,  A Lumber 1  ,  Greenway Energy LLC  ,1991,0.00,982.00,0.00,6, GD , 
   31-029-17791-00-00  ,  A Mammoser 1  ,  Cotton Well Drilling Company Inc.  ,1991,0.00,643.00,0.00,12, GD , 
   31-029-18665-00-00  ,  A Mammoser 3  ,  Cotton Well Drilling Company Inc.  ,1991,0.00,643.00,0.00,12, GD , 
   31-009-17835-00-00  ,  A Rote 1  ,  Greenway Energy LLC  ,1991,0.00,502.00,0.00,4, GD , 
   31-009-17888-00-00  ,  A Schlegel 1  ,  Greenway Energy LLC  ,1991,0.00,7792.00,0.00,12, GD , 
   31-029-15591-00-00  ,  A. Eldridge 1  ,  Stedman Energy Inc.  ,1991,0.00,1291.00,0.00,7, GD , 
   31-013-19806-00-00  ,  A. Gage 1  ,  Gage Charles J.  ,1991,0.00,0.00,0.00,0, GD , 
   31-029-18868-00-00  ,  A. Sessana 1  ,  Cotton Well Drilling Company Inc.  ,1991,0.00,1261.00,18.00,12, GD , 
   31-029-19890-00-00  ,  Abagnale 1  ,  Stedman Energy Inc.  ,1991,0.00,247.00,5.00,4, GD , 
   31-013-18241-00-00  ,  Abbey 1  ,  PPP Future Development Inc.  ,1991,4481.00,4481.00,0.00,8, GD , 
   31-013-18216-00-00  ,  Abbey 2  ,  PPP Future Development Inc.  ,1991,532.00,532.00,0.00,8, GD , 
   31-013-18215-00-00  ,  Abbey 3  ,  PPP Future Development Inc.  ,1991,0.00,0.00,0.00,0, GD , 
   31-013-18217-00-00  ,  Abbey 4  ,  PPP Future Development Inc.  ,1991,0.00,0.00,0.00,0, GD , 
   31-009-18186-00-00  ,  Abbey 6271  ,  Abbey Kevin R.  ,1991,0.00,1273.00,33.00,12, GD , 
   31-013-18844-00-00  ,  Abbey-Tutton Unit 1  ,  Stedman Energy Inc.  ,1991,0.00,7276.00,15.00,11, GD , 
   31-013-18845-00-00  ,  Abbey-Tutton Unit 2  ,  Stedman Energy Inc.  ,1991,0.00,0.00,0.00,0, GD , 
   31-013-10757-00-00  ,  Abbot 1 (138)  ,  Greenway Energy LLC  ,1991,0.00,0.00,0.00,0, GD , 
   31-013-20406-00-00  ,  ABC Paving 1  ,  Chautauqua Energy Inc.  ,1991,0.00,3307.00,80.00,9, GD , 
   31-013-21979-00-00  ,  Abers 1  ,  PPP Future Development Inc.  ,1991,0.00,67292.00,3409.00,9, GD , 
   31-013-11794-00-00  ,  Abram 1  ,  Ronald P. Lehman d/b/a Medina Pipe & Line Company  ,1991,0.00,2036.00,1.00,12, GD , 
   31-013-11033-00-00  ,  Abram; J 1 (85)  ,  Greenway Energy LLC  ,1991,0.00,2803.00,0.00,12, GD , 
   31-037-15883-00-00  ,  Abrams 1  ,  United States Gypsum Company  ,1991,0.00,108.00,0.00,4, GD , 
   31-037-20690-00-00  ,  Abrams; G. 1  ,  United States Gypsum Company  ,1991,0.00,973.00,38.00,12, GD , 
   31-009-17241-00-00  ,  Ackley 1  ,  Chase Ronald E. II  ,1991,0.00,175.00,0.00,0, GD , 
   31-009-13372-00-00  ,  Ackley 1705-I  ,  Seneca Resources Corporation  ,1991,0.00,3257.00,0.00,9, GD , 
   31-013-15580-00-00  ,  Ackley 2  ,  PPP Future Development Inc.  ,1991,1477.00,1477.00,0.00,8, GD , 
   31-009-17764-00-00  ,  Ackley H 1  ,  Greenway Energy LLC  ,1991,0.00,795.00,0.00,6, GD , 
   31-029-06926-00-00  ,  Acme Shale Brick Co 1  ,  Operating Engineers Local 17 Training Fund  ,1991,0.00,0.00,0.00,0, GD , 
   31-029-07261-00-00  ,  Acme Shale Brick Co 2  ,  Operating Engineers Local 17 Training Fund  ,1991,0.00,0.00,0.00,0, GD , 
   31-029-07268-00-00  ,  Acme Shale Brick Co 3  ,  Operating Engineers Local 17 Training Fund  ,1991,0.00,1608.00,0.00,0, GD , 
   31-013-17728-00-00  ,  Acorn; T 1  ,  N.E.A. Cross of N.Y. Inc.  ,1991,0.00,281.00,10.00,6, GD , 
   31-029-15009-00-00  ,  Acsd 2  ,  Akron Central School District  ,1991,0.00,5144.00,0.00,10, GD , 
   31-029-13701-00-00  ,  Acsd Fee 1  ,  Akron Central School District  ,1991,0.00,0.00,0.00,10, GD , 
   31-029-18755-00-00  ,  Acsd Fee 3  ,  Akron Central School District  ,1991,0.00,0.00,0.00,10, GD , 
   31-013-60323-00-00  ,  Adamczak(Smith)1841-I  ,  Greenway Energy LLC  ,1991,0.00,6176.00,7.00,12, GD , 
   31-003-60365-00-00  ,  Adams (Meade) 2134  ,  Alma Gas Company Inc.  ,1991,0.00,331.00,0.00,12, GD , 
   31-013-18990-00-00  ,  Adams 1  ,  Kastle Resources Enterprises Inc.  ,1991,0.00,0.00,0.00,0, GD , 
   31-011-16123-00-00  ,  Adams 780-2  ,  A.D.C.O. Well Services Inc.  ,1991,0.00,7618.00,0.00,12, GD , 
   31-121-21747-00-00  ,  Adams; D 1  ,  United States Gypsum Company  ,1991,0.00,62.00,58.00,4, GD , 
   31-009-18429-00-00  ,  Adams; K 1  ,  Greenway Energy LLC  ,1991,0.00,5475.00,0.00,12, GD , 
   31-013-16462-00-00  ,  Adamson; W 1  ,  PPP Future Development Inc.  ,1991,0.00,540.00,75.00,12, OD , 
   31-013-18922-00-00  ,  Adamson; W 1a  ,  PPP Future Development Inc.  ,1991,0.00,4755.00,329.00,12, GD , 
   31-029-15301-00-00  ,  Adeline Decarlo-3  ,  PPP Future Development Inc.  ,1991,0.00,582.00,12.00,8, GD , 
   31-099-20428-00-00  ,  Adler 1 (4161)  ,  Greenway Energy LLC  ,1991,0.00,4840.00,0.00,12, GD , 
   31-099-20430-00-00  ,  Adler 2 (4162)  ,  Greenway Energy LLC  ,1991,0.00,4396.00,0.00,12, GD , 
   31-029-17040-00-00  ,  Agle 1  ,  Stedman Energy Inc.  ,1991,0.00,12159.00,0.00,12, GD , 
   31-013-14307-00-00  ,  Ahlgren 6649  ,  Greenway Energy LLC  ,1991,0.00,2262.00,0.00,0, GD , 
   31-013-15462-00-00  ,  Ahlstrom 1  ,  PPP Future Development Inc.  ,1991,0.00,0.00,0.00,0, GD , 
   31-013-16908-00-00  ,  Aiken Unit 1  ,  PPP Future Development Inc.  ,1991,0.00,7058.00,50.00,12, GD , 
   31-013-17223-00-00  ,  Aiken; C 1  ,  Aikens Scott E.  ,1991,0.00,648.00,9.00,7, GD , 
   31-013-17285-00-00  ,  Aiken; J 1  ,  Greenway Energy LLC  ,1991,0.00,3792.00,0.00,12, GD , 
   31-013-13881-00-00  ,  Akin 2  ,  Greenway Energy LLC  ,1991,0.00,7790.00,120.00,12, GD , 
   31-037-17365-00-00  ,  Akron 1  ,  United States Gypsum Company  ,1991,0.00,2642.00,0.00,12, GD , 
   31-121-21229-00-00  ,  Albano; M. 1  ,  United States Gypsum Company  ,1991,0.00,16991.00,0.00,12, GD , 
   31-029-16603-00-00  ,  Albrecht 1  ,  Earsing Mary E.  ,1991,0.00,0.00,0.00,0, GD , 
   31-029-07245-00-00  ,  Albro(Jensen) 369-I  ,  PPP Future Development Inc.  ,1991,0.00,1278.00,0.00,12, GD , 
   31-013-13546-00-00  ,  Alday; F 1  ,  Greenway Energy LLC  ,1991,0.00,3035.00,33.00,12, GD , 
   31-013-15397-00-00  ,  Alday; J 1  ,  Greenway Energy LLC  ,1991,0.00,3293.00,35.00,12, GD , 
   31-013-15452-00-00  ,  Alday; J 2  ,  Greenway Energy LLC  ,1991,0.00,2806.00,25.00,12, GD , 
   31-029-19272-00-00  ,  Alden Central School 1  ,  Alden Central School District  ,1991,0.00,1954.00,0.00,12, GD , 
   31-013-12643-00-00  ,  Aldewein 1  ,  Greenway Energy LLC  ,1991,0.00,2208.00,0.00,12, GD , 
   31-013-14859-00-00  ,  Aldewein Acres 1  ,  Greenway Energy LLC  ,1991,0.00,2849.00,0.00,10, GD , 
   31-013-14860-00-00  ,  Aldewein Acres 2  ,  Greenway Energy LLC  ,1991,0.00,2808.00,0.00,11, GD , 
   31-013-14861-00-00  ,  Aldewein Acres 3  ,  Greenway Energy LLC  ,1991,0.00,5016.00,0.00,12, GD , 
   31-029-18708-00-00  ,  Aldinger 1  ,  Aldinger Naomi R.  ,1991,0.00,0.00,0.00,0, GD , 
   31-029-18709-00-00  ,  Aldinger 2  ,  Aldinger Naomi R.  ,1991,0.00,0.00,0.00,0, GD , 
   31-013-01194-00-00  ,  Aldrich I-2062  ,  National Fuel Gas Supply Corporation  ,1991,0.00,328.00,0.00,11, GD , 
   31-009-17107-00-00  ,  Aldrow;L 2  ,  Transfuel Resources Co.  ,1991,0.00,0.00,0.00,0, GD , 
   31-013-16547-00-00  ,  Alexander 1  ,  PPP Future Development Inc.  ,1991,0.00,71.00,140.00,0, GD , 
   31-013-20204-00-00  ,  Alexander/Rundell 1-332  ,  K. Petroleum Inc.  ,1991,0.00,10058.00,70.00,12, GD , 
   31-003-16203-00-00  ,  Alfred University 1  ,  GFS Energy Inc.  ,1991,0.00,0.00,0.00,0, GD , 
   31-013-21767-00-00  ,  Alger 1  ,  Greenway Energy LLC  ,1991,0.00,14264.00,169.00,10, GD , 
   31-029-18942-00-00  ,  Ali 1  ,  Alden Aurora Gas Company Inc.  ,1991,0.00,8425.00,0.00,12, GD , 
   31-029-16599-00-00  ,  Alico 1  ,  Pefley Oil & Gas Inc.  ,1991,0.00,2317.00,0.00,11, GD , 
   31-029-63745-00-00  ,  All Saints Lutheran Church 1  ,  All Saints Lutheran Church  ,1991,0.00,451.00,0.00,12, GD , 
   31-003-16227-00-00  ,  Allegany BOCES 1  ,  Cat/Al/Er/Wy BOCES  ,1991,0.00,0.00,0.00,0, GD , 
   31-009-17212-00-00  ,  Allen 1  ,  Greenway Energy LLC  ,1991,0.00,1898.00,0.00,10, GD , 
   31-013-20978-00-00  ,  Allen 2  ,  Shelex Drilling Inc.  ,1991,0.00,32547.00,33.00,12, GD , 
   31-009-16964-00-00  ,  Allen; W 1  ,  Greenway Energy LLC  ,1991,0.00,6397.00,0.00,12, GD , 
   31-013-13279-00-00  ,  Allenbrand 548  ,  PPP Future Development Inc.  ,1991,0.00,866.00,49.00,12, GD , 
   31-013-13280-00-00  ,  Allenbrand; A 1 (547)  ,  TGX Corp.  ,1991,0.00,0.00,106.00,0, GD , 
   31-013-16371-00-00  ,  Allnatt NY 24  ,  PPP Future Development Inc.  ,1991,0.00,3372.00,0.00,8, GD , 
   31-013-16539-00-00  ,  Allnatt R 3  ,  Kastle Resources Enterprises Inc.  ,1991,1113.00,1113.00,0.00,8, GD , 
   31-013-66915-00-00  ,  Allshouse 1  ,  Allshouse Alexander W  ,1991,0.00,0.00,0.00,0, GD , 
   31-121-17188-00-00  ,  Almeter 1  ,  United States Gypsum Company  ,1991,0.00,1462.00,40.00,12, GD , 
   31-121-20848-00-00  ,  Almeter; D. 1  ,  United States Gypsum Company  ,1991,0.00,283.00,14.00,5, GD , 
   31-013-17776-00-00  ,  Alnatt 1  ,  Lepp Paul N.  ,1991,0.00,0.00,0.00,0, GD , 
   31-013-20981-00-00  ,  Alt; E 6795  ,  Greenridge Oil Company LLC  ,1991,0.00,3553.00,51.00,12, GD , 
   31-013-16381-00-00  ,  Ambrose; R 2  ,  Greenway Energy LLC  ,1991,0.00,5674.00,0.00,12, GD , 
   31-013-16855-00-00  ,  Ambrose; R 3  ,  Greenway Energy LLC  ,1991,0.00,4027.00,0.00,12, GD , 
   31-037-20481-00-00  ,  Amedick; J. 1  ,  United States Gypsum Company  ,1991,0.00,843.00,0.00,12, GD , 
   31-037-20494-00-00  ,  Amedick; J. 2  ,  United States Gypsum Company  ,1991,0.00,3009.00,40.00,12, GD , 
   31-013-11648-00-00  ,  Ames (292)  ,  Ames Debra B.  ,1991,0.00,3724.00,0.00,12, GD , 
   31-013-11650-00-00  ,  Ames (295)  ,  Ames Debra B.  ,1991,0.00,2103.00,13.00,10, GD , 
   31-013-18240-00-00  ,  Ames 2  ,  Sheedy John D.  ,1991,0.00,309.00,0.00,5, GD , 
   31-013-21143-00-00  ,  Ames; C 2-7341  ,  Greenway Energy LLC  ,1991,0.00,3414.00,8.00,12, GD , 
   31-013-20968-00-00  ,  Ames; C 7340  ,  Greenway Energy LLC  ,1991,0.00,10222.00,4.00,12, GD , 
   31-013-09620-00-00  ,  Anderson & Jones 1 5  ,  Greenway Energy LLC  ,1991,0.00,0.00,0.00,0, GD , 
   31-013-11154-00-00  ,  Anderson (150)  ,  Greenway Energy LLC  ,1991,0.00,1726.00,0.00,12, GD , 
   31-013-11892-00-00  ,  Anderson (416)  ,  Greenway Energy LLC  ,1991,0.00,1348.00,7.00,12, GD , 
   31-013-11493-00-00  ,  Anderson 1  ,  Resource America Inc.  ,1991,0.00,0.00,0.00,0, GD , 
   31-051-17311-00-00  ,  Anderson 105  ,  PXG Energy LLC  ,1991,0.00,883.00,75.00,12, GD , 
   31-051-17380-00-00  ,  Anderson 170  ,  PXG Energy LLC  ,1991,0.00,947.00,120.00,12, GD , 
   31-051-17425-00-00  ,  Anderson 185  ,  PXG Energy LLC  ,1991,0.00,529.00,80.00,12, GD , 
   31-013-18377-00-00  ,  Anderson 1b  ,  PPP Future Development Inc.  ,1991,0.00,1907.00,264.00,12, GD , 
   31-013-11283-00-00  ,  Anderson 2  ,  Resource America Inc.  ,1991,0.00,0.00,0.00,0, GD , 
   31-051-17427-00-00  ,  Anderson 2 (192)  ,  PXG Energy LLC  ,1991,0.00,602.00,40.00,12, GD , 
   31-013-16433-00-00  ,  Anderson 3  ,  Anderson James S.  ,1991,0.00,0.00,0.00,0, GD , 
   31-013-20029-00-00  ,  Anderson 5-B  ,  PPP Future Development Inc.  ,1991,0.00,5559.00,768.00,12, GD , 
   31-013-18937-00-00  ,  Anderson C 3  ,  PPP Future Development Inc.  ,1991,1441.00,1441.00,0.00,8, GD , 
   31-013-17941-00-00  ,  Anderson; B. 1  ,  Hanselman Michael D.  ,1991,0.00,0.00,0.00,0, GD , 
   31-013-14297-00-00  ,  Anderson; C 6651  ,  Greenridge Oil Company LLC  ,1991,0.00,1659.00,0.00,12, GD , 
   31-013-17680-00-00  ,  Anderson; D. 1  ,  Champlin Sr. Bryan  ,1991,0.00,0.00,0.00,0, GD , 
   31-013-18041-00-00  ,  Anderson; E 1  ,  Greenway Energy LLC  ,1991,0.00,3275.00,0.00,12, GD , 
   31-013-18042-00-00  ,  Anderson; E 2  ,  Greenway Energy LLC  ,1991,0.00,2478.00,0.00,12, GD , 
   31-013-14310-00-00  ,  Anderson; E 6650  ,  Greenway Energy LLC  ,1991,0.00,1474.00,0.00,12, GD , 
   31-013-14449-00-00  ,  Anderson; E Unit 1  ,  PPP Future Development Inc.  ,1991,0.00,6414.00,190.00,0, GD , 
   31-013-16787-00-00  ,  Anderson; F. Unit 1  ,  Rapp Kenneth E.  ,1991,0.00,482.00,0.00,0, GD , 
   31-013-17777-00-00  ,  Anderson; G 1  ,  Doran & Associates Inc.  ,1991,0.00,0.00,0.00,0, GD , 
   31-013-18299-00-00  ,  Anderson; H 1  ,  Greenway Energy LLC  ,1991,0.00,1604.00,50.00,11, GD , 
   31-013-18510-00-00  ,  Anderson; H 2  ,  Greenway Energy LLC  ,1991,0.00,2621.00,0.00,12, GD , 
   31-013-15350-00-00  ,  Anderson; L Ae-74  ,  Stedman Energy Inc.  ,1991,0.00,1217.00,0.00,0, GD , 
   31-013-19721-00-00  ,  Anderson; L. 1  ,  PPP Future Development Inc.  ,1991,0.00,2176.00,240.00,12, GD , 
   31-013-21147-00-00  ,  Anderson; M 1  ,  Kidder Exploration Inc.  ,1991,0.00,568.00,15.00,5, GD , 
   31-013-18002-00-00  ,  Anderson; M.A. 1-Ny-0017  ,  PPP Future Development Inc.  ,1991,0.00,2238.00,5.00,12, GD , 
   31-013-18175-00-00  ,  Anderson; P 1  ,  PPP Future Development Inc.  ,1991,2503.00,2503.00,0.00,8, GD , 
   31-013-18213-00-00  ,  Anderson; P 2  ,  PPP Future Development Inc.  ,1991,495.00,495.00,0.00,8, GD , 
   31-013-11893-00-00  ,  Anderson; R 1 (418)  ,  Greenway Energy LLC  ,1991,0.00,253.00,0.00,10, GD , 
   31-013-21814-00-00  ,  Anderson; W 1  ,  PXG Energy LLC  ,1991,4228.00,3542.00,440.00,12, OD , 
   31-013-18300-00-00  ,  Anderson; Z 2  ,  Greenway Energy LLC  ,1991,0.00,4129.00,25.00,12, GD , 
   31-013-17758-00-00  ,  Anderson;X 1  ,  Texas Meridian Operating Co.  ,1991,0.00,0.00,0.00,0, GD , 
   31-013-20183-00-00  ,  Anderson/Conroe 1  ,  K. Petroleum Inc.  ,1991,0.00,19598.00,160.00,12, GD , 
   31-013-21803-00-00  ,  Anderson/Conroe 2  ,  PXG Energy LLC  ,1991,0.00,0.00,0.00,0, GD , 
   31-013-18026-00-00  ,  Anderson/Mackenzie 163  ,  K. Petroleum Inc.  ,1991,0.00,5263.00,80.00,12, GD , 
   31-013-19381-00-00  ,  Anderson/Mackenzie 2-283  ,  K. Petroleum Inc.  ,1991,0.00,10630.00,0.00,12, GD , 
   31-029-14761-00-00  ,  Andres IGC-1175  ,  Cotton Well Drilling Company Inc.  ,1991,0.00,0.00,0.00,0, GD , 
   31-029-14762-00-00  ,  Andres(Niefergold)1178-I  ,  Seneca Resources Corporation  ,1991,0.00,1298.00,17.00,12, GD , 
   31-009-16786-00-00  ,  Andrews 1  ,  Stedman Energy Inc.  ,1991,0.00,1109.00,12.00,12, GD , 
   31-029-18004-00-00  ,  Andzel 1  ,  Stedman Energy Inc.  ,1991,0.00,1606.00,10.00,12, GD , 
   31-029-18168-00-00  ,  Andzel 2  ,  Stedman Energy Inc.  ,1991,0.00,2324.00,0.00,12, GD , 
   31-009-17723-00-00  ,  Annis R 1  ,  PPP Future Development Inc.  ,1991,0.00,762.00,0.00,12, GD , 
   31-037-15848-00-00  ,  Ansbrow 1  ,  Estate of Joan D. Ansbrow  ,1991,0.00,1789.00,0.00,12, GD , 
   31-011-21267-00-00  ,  Anthony 1023-1  ,  A.D.C.O. Well Services Inc.  ,1991,0.00,3031.00,0.00,12, GD , 
   31-029-19719-00-00  ,  Anthony Preischel 4  ,  Amos Zittel & Sons Inc.  ,1991,0.00,1200.00,12.00,12, GD , 
   31-029-20747-00-00  ,  Appleton 1  ,  Cotton Well Drilling Company Inc.  ,1991,0.00,370.00,0.00,0, GD , 
   31-037-17553-00-00  ,  Apps 1  ,  United States Gypsum Company  ,1991,0.00,2133.00,24.00,12, GD , 
   31-121-20782-00-00  ,  Arcade Valley Estates 1  ,  PPP Future Development Inc.  ,1991,0.00,3298.00,1.00,12, GD , 
   31-121-21104-00-00  ,  Arcade Valley et al 1  ,  PPP Future Development Inc.  ,1991,0.00,4836.00,0.00,12, GD , 
   31-121-21230-00-00  ,  Arcese; G. 1  ,  United States Gypsum Company  ,1991,0.00,8237.00,0.00,12, GD , 
   31-013-18368-00-00  ,  Archer 1 (668)  ,  Greenway Energy LLC  ,1991,0.00,835.00,129.00,12, GD , 
   31-009-16874-00-00  ,  Archer A 2  ,  Stedman Energy Inc.  ,1991,0.00,446.00,15.00,12, GD , 
   31-009-19980-00-00  ,  Archer A 3  ,  Stedman Energy Inc.  ,1991,0.00,2323.00,26.00,12, GD , 
   31-037-20528-00-00  ,  Aris; J. 1  ,  United States Gypsum Company  ,1991,0.00,2199.00,16.00,12, GD , 
   31-013-16615-00-00  ,  Armeli; S 1  ,  Greenway Energy LLC  ,1991,0.00,2658.00,0.00,12, GD , 
   31-013-12666-00-00  ,  Armfelt; O 1 (1457)  ,  Great Lakes Energy Partners  ,1991,0.00,3396.00,0.00,12, GD , 
   31-013-12667-00-00  ,  Armfelt; O 2 (1458)  ,  Greenway Energy LLC  ,1991,0.00,7065.00,0.00,12, GD , 
   31-029-16605-00-00  ,  Arndt 1  ,  Stedman Energy Inc.  ,1991,0.00,1434.00,0.00,12, GD , 
   31-037-17551-00-00  ,  Arnold 1  ,  United States Gypsum Company  ,1991,0.00,650.00,0.00,11, GD , 
   31-037-17562-00-00  ,  Arnold 2  ,  United States Gypsum Company  ,1991,0.00,13230.00,0.00,12, GD , 
   31-037-19430-00-00  ,  Arnold 3  ,  United States Gypsum Company  ,1991,0.00,502.00,48.00,9, GD , 
   31-013-18177-00-00  ,  Arrance 1  ,  PPP Future Development Inc.  ,1991,968.00,968.00,0.00,8, GD , 
   31-029-20738-00-00  ,  Arrigo/Notaro 1  ,  Stedman Energy Inc.  ,1991,0.00,2104.00,80.00,12, GD , 
   31-029-20733-00-00  ,  Asboth 1  ,  Stedman Energy Inc.  ,1991,0.00,4456.00,100.00,12, GD , 
   31-029-21169-00-00  ,  Asboth 2  ,  Stedman Energy Inc.  ,1991,0.00,3189.00,35.00,12, GD , 
   31-011-21469-00-00  ,  Asdgt 2  ,  Auburn Enlarged Central School District  ,1991,0.00,0.00,0.00,0,Not Listed, 
   31-013-11095-00-00  ,  Assumption; A 1 (103)  ,  Greenway Energy LLC  ,1991,0.00,5954.00,22.00,12, GD , 
   31-075-16814-00-00  ,  Atkinson 1  ,  Atkinson James W. & Patricia  ,1991,0.00,100.00,0.00,12, GD , 
   31-121-19955-00-00  ,  Attica Cen.School 1  ,  Attica Central School District  ,1991,0.00,1036.00,0.00,4, GD , 
   31-013-17809-00-00  ,  Auffinger 1  ,  PPP Future Development Inc.  ,1991,0.00,0.00,0.00,0, GD , 
   31-013-19080-00-00  ,  Auffinger 2  ,  PPP Future Development Inc.  ,1991,0.00,0.00,0.00,0, GD , 
   31-013-18961-00-00  ,  Auffinger 3  ,  PPP Future Development Inc.  ,1991,61710.00,1710.00,0.00,8, GD , 
