   API Well Number, Well Name, Operator Name,Year,OIL (Bbls),GAS (Mcf),WATER (Bbls),Months in Production,Well Type, 
   31-029-14456-00-00  ,  Bockman 1  ,  Schreiner Oil and Gas Inc.  ,1987,0.00,1568.00,0.00,5,Not Listed, 
   31-029-14457-00-00  ,  Bockman 2  ,  Schreiner Oil and Gas Inc.  ,1987,0.00,612.00,0.00,5,Not Listed, 
   31-013-17631-00-00  ,  Boe; L 1  ,  Greenway Energy LLC  ,1987,0.00,12887.00,0.00,12,Not Listed, 
   31-013-17630-00-00  ,  Boe; L 2  ,  Greenway Energy LLC  ,1987,0.00,9760.00,50.00,12,Not Listed, 
   31-013-15250-00-00  ,  Boehm; M 1  ,  Greenway Energy LLC  ,1987,0.00,26.00,0.00,2,Not Listed, 
   31-013-15251-00-00  ,  Boehm; M 2  ,  Greenway Energy LLC  ,1987,0.00,5451.00,0.00,11,Not Listed, 
   31-013-19851-00-00  ,  Boettcher 6  ,  Universal Resources Holdings Inc.  ,1987,0.00,22949.00,195.00,12,Not Listed, 
   31-009-17657-00-00  ,  Bohayczyk;C 1  ,  Texas Meridian Operating Co.  ,1987,0.00,0.00,0.00,0,Not Listed, 
   31-121-18203-00-00  ,  Bojarczuk 1  ,  PXG Energy LLC  ,1987,0.00,202.00,0.00,2,Not Listed, 
   31-121-18515-00-00  ,  Bojarczuk 2  ,  PXG Energy LLC  ,1987,0.00,850.00,0.00,2,Not Listed, 
   31-013-19140-00-00  ,  Boland 1  ,  Kiebler Recreation LLC Debtor  ,1987,0.00,13071.00,160.00,8,Not Listed, 
   31-029-13594-00-00  ,  Boldt 1  ,  Stedman Energy Inc.  ,1987,0.00,0.00,0.00,0,Not Listed, 
   31-029-15844-00-00  ,  Boldt 847  ,  Schreiner Oil and Gas Inc.  ,1987,0.00,599.00,0.00,4,Not Listed, 
   31-013-17804-00-00  ,  Bolibrzuch 1  ,  Greenway Energy LLC  ,1987,0.00,16393.00,53.00,11,Not Listed, 
   31-013-12712-00-00  ,  Bolling 1  ,  Greenway Energy LLC  ,1987,0.00,1413.00,0.00,4,Not Listed, 
   31-037-17500-00-00  ,  Bontrager 1  ,  New York Gas And Oil Company Inc.  ,1987,0.00,0.00,0.00,0,Not Listed, 
   31-037-17487-00-00  ,  Bontrager 3  ,  Alden Aurora Gas Company Inc.  ,1987,0.00,2125.00,0.00,12,Not Listed, 
   31-037-19694-00-00  ,  Bontrager; E. 1  ,  United States Gypsum Company  ,1987,0.00,10797.00,181.00,12,Not Listed, 
   31-037-20418-00-00  ,  Bontrager; E. 2  ,  United States Gypsum Company  ,1987,0.00,4227.00,157.00,12,Not Listed, 
   31-009-18090-00-00  ,  Booth; H 1  ,  Greenway Energy LLC  ,1987,0.00,3151.00,0.00,12,Not Listed, 
   31-029-19209-00-00  ,  Booth; L 1  ,  Greenway Energy LLC  ,1987,0.00,4692.00,3.00,11,Not Listed, 
   31-029-19004-00-00  ,  Borchert 1  ,  Shattuck Frank E. & Carol D.  ,1987,0.00,1637.00,0.00,5,Not Listed, 
   31-029-19891-00-00  ,  Borchert 3  ,  Nobbs Gary H. and Bosinski Kathy  ,1987,0.00,1469.00,0.00,4,Not Listed, 
   31-013-12445-00-00  ,  Bordonaro 465  ,  Greenway Energy LLC  ,1987,0.00,429.00,0.00,8,Not Listed, 
   31-013-10998-00-00  ,  Boria 181  ,  Greenway Energy LLC  ,1987,0.00,119.00,0.00,1,Not Listed, 
   31-009-18614-00-00  ,  Boring; E 6282  ,  Nucomer Energy LLC  ,1987,0.00,59235.00,93.00,12,Not Listed, 
   31-029-16624-00-00  ,  Boris/Metelovski 1  ,  Weil Resources Inc.  ,1987,0.00,1705.00,0.00,12,Not Listed, 
   31-037-11624-00-00  ,  Bososki 1  ,  Alden Aurora Gas Company Inc.  ,1987,0.00,2758.00,0.00,12,Not Listed, 
   31-013-19943-00-00  ,  Bossman 1  ,  Pefley Oil & Gas Inc.  ,1987,0.00,4154.00,50.00,12, GD , 
   31-013-13216-00-00  ,  Bostwick 1  ,  Greenway Energy LLC  ,1987,0.00,1859.00,0.00,9,Not Listed, 
   31-013-14634-00-00  ,  Bostwick Vyrd 1  ,  Greenway Energy LLC  ,1987,0.00,2190.00,0.00,12,Not Listed, 
   31-013-14635-00-00  ,  Bostwick Vyrd 2  ,  Greenway Energy LLC  ,1987,0.00,3213.00,0.00,12,Not Listed, 
   31-013-05110-00-00  ,  Boswell 1  ,  Decker James K. & Tiffany J.  ,1987,0.00,0.00,0.00,12,Not Listed, 
   31-013-12044-00-00  ,  Boswell 10  ,  Decker James K. & Tiffany J.  ,1987,0.00,0.00,0.00,12,Not Listed, 
   31-013-05317-00-00  ,  Boswell 2  ,  Decker James K. & Tiffany J.  ,1987,0.00,0.00,0.00,12,Not Listed, 
   31-013-05473-00-00  ,  Boswell 3  ,  Decker James K. & Tiffany J.  ,1987,0.00,0.00,0.00,12,Not Listed, 
   31-013-06729-00-00  ,  Boswell 5  ,  Decker James K. & Tiffany J.  ,1987,0.00,0.00,0.00,12,Not Listed, 
   31-013-08347-00-00  ,  Boswell 6  ,  Decker James K. & Tiffany J.  ,1987,0.00,0.00,0.00,12,Not Listed, 
   31-013-09428-00-00  ,  Boswell 8  ,  Decker James K. & Tiffany J.  ,1987,0.00,0.00,0.00,12,Not Listed, 
   31-013-11026-00-00  ,  Boswell 9  ,  Decker James K. & Tiffany J.  ,1987,0.00,0.00,0.00,12,Not Listed, 
   31-013-09417-00-00  ,  Boswell Farm 7  ,  Decker James K. & Tiffany J.  ,1987,0.00,0.00,0.00,12,Not Listed, 
   31-013-04581-00-00  ,  Boswell J L 1  ,  Greenway Energy LLC  ,1987,0.00,0.00,0.00,0,Not Listed, 
   31-013-17934-00-00  ,  Botka-Wion 7319  ,  Greenway Energy LLC  ,1987,0.00,1843.00,0.00,12,Not Listed, 
   31-013-10344-00-00  ,  Bouquin Richard 1  ,  Greenway Energy LLC  ,1987,0.00,0.00,0.00,0,Not Listed, 
   31-051-17445-00-00  ,  Bovee 199  ,  PXG Energy LLC  ,1987,0.00,2638.00,0.00,12,Not Listed, 
   31-051-17461-00-00  ,  Bovee 221  ,  Lenape Resources Corp. The  ,1987,0.00,0.00,0.00,0,Not Listed, 
   31-013-11179-00-00  ,  Bowen 1  ,  Greenway Energy LLC  ,1987,0.00,80.00,0.00,1,Not Listed, 
   31-013-11063-00-00  ,  Bowen 219  ,  Greenway Energy LLC  ,1987,0.00,498.00,0.00,3,Not Listed, 
   31-013-18189-00-00  ,  Bowen 705  ,  Greenway Energy LLC  ,1987,0.00,7754.00,117.00,11,Not Listed, 
   31-013-15459-00-00  ,  Bowen; J 1  ,  Greenway Energy LLC  ,1987,0.00,9058.00,0.00,12,Not Listed, 
   31-013-15186-00-00  ,  Bowen; J 2  ,  Greenway Energy LLC  ,1987,0.00,7878.00,0.00,12,Not Listed, 
   31-029-13304-00-00  ,  Bower 1  ,  Preischel Anthony H.  ,1987,0.00,891.00,0.00,8,Not Listed, 
   31-029-19001-00-00  ,  Bower 2  ,  Stedman Energy Inc.  ,1987,0.00,1582.00,0.00,7,Not Listed, 
   31-029-19009-00-00  ,  Bower 3  ,  Stedman Energy Inc.  ,1987,0.00,1654.00,0.00,5,Not Listed, 
   31-037-17362-00-00  ,  Bowker 1  ,  United States Gypsum Company  ,1987,0.00,6331.00,25.00,12,Not Listed, 
   31-029-12807-00-00  ,  Bowman Farms 1  ,  Stedman Energy Inc.  ,1987,0.00,3404.00,0.00,12,Not Listed, 
   31-121-18059-00-00  ,  Boxler 1  ,  United States Gypsum Company  ,1987,0.00,111.00,138.00,12,Not Listed, 
   31-121-20867-00-00  ,  Boxler; H. 2  ,  United States Gypsum Company  ,1987,0.00,0.00,0.00,0,Not Listed, 
   31-029-16978-00-00  ,  Boy Scouts 1  ,  4927 Bramblewood Trail LLC  ,1987,0.00,1423.00,0.00,11,Not Listed, 
   31-013-11731-00-00  ,  Boyd 1  ,  PPP Future Development Inc.  ,1987,0.00,0.00,0.00,0, GD , 
   31-013-12609-00-00  ,  Boyd 514  ,  Greenway Energy LLC  ,1987,0.00,4265.00,85.00,12,Not Listed, 
   31-013-12610-00-00  ,  Boyd 524  ,  Greenway Energy LLC  ,1987,0.00,1249.00,0.00,9,Not Listed, 
   31-099-19673-00-00  ,  Boyle 1 (4115)  ,  Greenway Energy LLC  ,1987,0.00,12138.00,0.00,12,Not Listed, 
   31-013-11688-00-00  ,  Bradigan 1275  ,  Greenway Energy LLC  ,1987,0.00,532.00,0.00,5,Not Listed, 
   31-013-12098-00-00  ,  Bradigan 1313  ,  Greenway Energy LLC  ,1987,0.00,2301.00,0.00,5,Not Listed, 
   31-029-66471-00-00  ,  Bradley 1  ,  Frey Well Drilling Inc.  ,1987,0.00,1701.00,0.00,11,Not Listed, 
   31-013-11170-00-00  ,  Bradley 1  ,  Greenway Energy LLC  ,1987,0.00,1197.00,0.00,5,Not Listed, 
   31-037-02176-00-00  ,  Bradley 1982-I  ,  Seneca Resources Corporation  ,1987,0.00,3890.00,0.00,10,Not Listed, 
   31-003-19174-00-00  ,  Bradley Jerge J-1  ,  Fairmont Oil Co. Inc.  ,1987,0.00,0.00,0.00,0,Not Listed, 
   31-037-02183-00-00  ,  Bradley(Milligan)2020-I  ,  Seneca Resources Corporation  ,1987,0.00,2514.00,0.00,12,Not Listed, 
   31-013-11193-00-00  ,  Bradley; R 1  ,  Greenway Energy LLC  ,1987,0.00,0.00,0.00,0,Not Listed, 
   31-013-18261-00-00  ,  Brainard; E 1  ,  Greenway Energy LLC  ,1987,0.00,3656.00,0.00,12,Not Listed, 
   31-009-19211-00-00  ,  Brainard; S 1  ,  Greenway Energy LLC  ,1987,0.00,8880.00,0.00,12,Not Listed, 
   31-029-12289-00-00  ,  Brant 1381  ,  Greenway Energy LLC  ,1987,0.00,3085.00,0.00,12,Not Listed, 
   31-029-13338-00-00  ,  Brant 1784-I  ,  Greenway Energy LLC  ,1987,0.00,11003.00,0.00,12,Not Listed, 
   31-013-19734-00-00  ,  Brant Jones 1  ,  Stedman Energy Inc.  ,1987,5253.00,5253.00,0.00,10,Not Listed, 
   31-013-19742-00-00  ,  Brant Jones 2  ,  Stedman Energy Inc.  ,1987,0.00,16118.00,0.00,10,Not Listed, 
   31-013-20762-00-00  ,  Brant; E 1  ,  Greenway Energy LLC  ,1987,0.00,51606.00,0.00,6,Not Listed, 
   31-013-20788-00-00  ,  Brant; E 2  ,  Greenway Energy LLC  ,1987,0.00,5988.00,0.00,5,Not Listed, 
   31-121-13275-00-00  ,  Brass Gleason 1  ,  PXG Energy LLC  ,1987,145.00,145.00,0.00,2,Not Listed, 
   31-013-15675-00-00  ,  Bratt Unit 1  ,  PPP Future Development Inc.  ,1987,0.00,3804.00,100.00,12,Not Listed, 
   31-013-12121-00-00  ,  Brautigam 1  ,  PPP Future Development Inc.  ,1987,0.00,1875.00,0.00,7,Not Listed, 
   31-013-17868-00-00  ,  Brautigan; F 1  ,  Greenway Energy LLC  ,1987,154.00,1939.00,0.00,5, OD , 
   31-013-20131-00-00  ,  Brautigan; F 2  ,  Greenway Energy LLC  ,1987,0.00,17798.00,46.00,12,Not Listed, 
   31-121-16377-00-00  ,  Bray Sikes 1  ,  Sheshunoff Alex  ,1987,0.00,614.00,0.00,2,Not Listed, 
   31-037-19655-00-00  ,  Bray; L. 1  ,  United States Gypsum Company  ,1987,0.00,7122.00,138.00,12,Not Listed, 
   31-029-20264-00-00  ,  Braymiller Watson 1  ,  Stedman Energy Inc.  ,1987,0.00,4441.00,0.00,12,Not Listed, 
   31-013-14886-00-00  ,  Breads 611  ,  Greenway Energy LLC  ,1987,0.00,8280.00,71.00,11,Not Listed, 
   31-013-14887-00-00  ,  Breads 612  ,  Greenway Energy LLC  ,1987,8134.00,8134.00,55.00,12,Not Listed, 
   31-013-15814-00-00  ,  Breads; D 1  ,  Greenway Energy LLC  ,1987,0.00,8139.00,25.00,12,Not Listed, 
   31-013-15815-00-00  ,  Breads; D 2  ,  Greenway Energy LLC  ,1987,0.00,8281.00,0.00,12,Not Listed, 
   31-013-16480-00-00  ,  Breads; S 621  ,  Greenway Energy LLC  ,1987,0.00,8042.00,0.00,12,Not Listed, 
   31-037-19695-00-00  ,  Breckenridge 1A  ,  United States Gypsum Company  ,1987,0.00,783.00,122.00,12,Not Listed, 
   31-013-19215-00-00  ,  Brehm 2  ,  PPP Future Development Inc.  ,1987,0.00,1832.00,0.00,7,Not Listed, 
   31-013-16967-00-00  ,  Brehm NY 35  ,  PPP Future Development Inc.  ,1987,0.00,3472.00,0.00,7,Not Listed, 
   31-121-17996-00-00  ,  Breissinger 1  ,  United States Gypsum Company  ,1987,0.00,23552.00,30.00,12,Not Listed, 
   31-037-17563-00-00  ,  Breitweiser 1  ,  United States Gypsum Company  ,1987,0.00,10527.00,20.00,12,Not Listed, 
   31-037-17413-00-00  ,  Brezniak 1  ,  United States Gypsum Company  ,1987,0.00,2264.00,25.00,12,Not Listed, 
   31-121-15955-00-00  ,  Brick B. 1  ,  PPP Future Development Inc.  ,1987,4912.00,4912.00,0.00,8,Not Listed, 
   31-121-20342-00-00  ,  Brick; J. 1  ,  PPP Future Development Inc.  ,1987,0.00,4651.00,25.00,7,Not Listed, 
   31-013-19133-00-00  ,  Bricker; J 1  ,  Greenway Energy LLC  ,1987,0.00,15500.00,16.00,11,Not Listed, 
   31-013-18521-00-00  ,  Bridges 1  ,  Stedman Energy Inc.  ,1987,0.00,10758.00,0.00,12,Not Listed, 
   31-009-16930-00-00  ,  Bridges; E 1  ,  Greenway Energy LLC  ,1987,0.00,10873.00,0.00,11,Not Listed, 
   31-013-11146-00-00  ,  Briggs 1  ,  Greenway Energy LLC  ,1987,0.00,2957.00,0.00,12,Not Listed, 
   31-003-14522-00-00  ,  Briggs 2218-I  ,  Lewis Bryan  ,1987,0.00,0.00,0.00,0,Not Listed, 
   31-029-64914-00-00  ,  Briggs 5  ,  Weil Resources Inc.  ,1987,0.00,13227.00,0.00,12,Not Listed, 
   31-013-18018-00-00  ,  Briggs; J 6  ,  Greenway Energy LLC  ,1987,0.00,2899.00,0.00,12,Not Listed, 
   31-013-18056-00-00  ,  Briggs; J 7  ,  Greenway Energy LLC  ,1987,0.00,22869.00,0.00,12,Not Listed, 
   31-037-17543-00-00  ,  Brightenfield 1  ,  United States Gypsum Company  ,1987,0.00,8859.00,83.00,12,Not Listed, 
   31-013-15025-00-00  ,  Brightman; J 1  ,  Greenway Energy LLC  ,1987,0.00,57.00,0.00,2,Not Listed, 
   31-013-15033-00-00  ,  Brightman; J 2  ,  Greenway Energy LLC  ,1987,0.00,4633.00,0.00,11,Not Listed, 
   31-013-15003-00-00  ,  Brightman; J 3  ,  Greenway Energy LLC  ,1987,0.00,6640.00,0.00,12,Not Listed, 
   31-121-18202-00-00  ,  Brigzna 1  ,  United States Gypsum Company  ,1987,0.00,792.00,0.00,12,Not Listed, 
   31-013-11802-00-00  ,  Brill 1269  ,  Greenway Energy LLC  ,1987,0.00,1357.00,16.00,12,Not Listed, 
   31-013-18767-00-00  ,  Brininger/Nelson 233  ,  K. Petroleum Inc.  ,1987,0.00,559.00,0.00,3,Not Listed, 
   31-013-18003-00-00  ,  Brisse 1  ,  PPP Future Development Inc.  ,1987,0.00,12849.00,0.00,7,Not Listed, 
   31-013-02744-00-00  ,  Brite NFGSC 1999-I  ,  National Fuel Gas Supply Corporation  ,1987,0.00,1459.00,0.00,12,Not Listed, 
   31-013-12159-00-00  ,  Britton 1  ,  Resource America Inc.  ,1987,0.00,305.00,0.00,12, GD , 
   31-029-60314-00-00  ,  Broadway 691-I  ,  Greenway Energy LLC  ,1987,0.00,1453.00,0.00,8,Not Listed, 
   31-029-09050-00-00  ,  Broadway(Paxson)1148-I  ,  Greenway Energy LLC  ,1987,0.00,3164.00,0.00,12,Not Listed, 
   31-029-08234-00-00  ,  Brock(Engler)129-I  ,  Greenway Energy LLC  ,1987,0.00,1888.00,0.00,11,Not Listed, 
   31-013-16064-00-00  ,  Brockway 1  ,  PPP Future Development Inc.  ,1987,0.00,18434.00,231.00,12,Not Listed, 
   31-029-08225-00-00  ,  Brodbeck IGC-24  ,  National Fuel Gas Supply Corporation  ,1987,0.00,1730.00,0.00,12,Not Listed, 
   31-013-16059-00-00  ,  Broeme; O 1  ,  Greenway Energy LLC  ,1987,0.00,2051.00,0.00,11,Not Listed, 
   31-009-16782-00-00  ,  Bromley; J 1  ,  Greenway Energy LLC  ,1987,0.00,11389.00,0.00,7,Not Listed, 
   31-013-17846-00-00  ,  Bronson 681  ,  Schreiner Oil and Gas Inc.  ,1987,0.00,346.00,94.00,12,Not Listed, 
   31-013-18625-00-00  ,  Brookman; G 210  ,  K. Petroleum Inc.  ,1987,0.00,0.00,0.00,0,Not Listed, 
   31-029-13467-00-00  ,  Brooks(Machmer)659-I  ,  Greenway Energy LLC  ,1987,0.00,396.00,0.00,7,Not Listed, 
   31-037-61542-00-00  ,  Browe 1  ,  Rochester Gas and Electric Corporation  ,1987,0.00,0.00,0.00,12,Not Listed, 
   31-013-10471-00-00  ,  Brown 1  ,  Greenway Energy LLC  ,1987,0.00,2946.00,0.00,12,Not Listed, 
   31-013-18905-00-00  ,  Brown 1-243  ,  K. Petroleum Inc.  ,1987,0.00,255.00,0.00,3,Not Listed, 
   31-013-17817-00-00  ,  Brown 2  ,  Crumb Roger G  ,1987,0.00,145.00,0.00,2,Not Listed, 
   31-013-14606-00-00  ,  Brown 3152  ,  Kettlebrook Energy Inc.  ,1987,0.00,1273.00,0.00,9,Not Listed, 
   31-013-20147-00-00  ,  Brown 4  ,  Greenway Energy LLC  ,1987,0.00,19076.00,48.00,12,Not Listed, 
   31-009-16941-00-00  ,  Brown A 1  ,  Stedman Energy Inc.  ,1987,0.00,2819.00,3.00,9,Not Listed, 
   31-009-18277-00-00  ,  Brown R 2  ,  Stedman Energy Inc.  ,1987,0.00,3329.00,6.00,9,Not Listed, 
   31-009-17015-00-00  ,  Brown R Unit 1  ,  Stedman Energy Inc.  ,1987,0.00,4350.00,2.00,9,Not Listed, 
   31-029-11002-00-00  ,  Brown Ralph H 1  ,  Greenway Energy LLC  ,1987,0.00,1772.00,0.00,6,Not Listed, 
   31-013-18229-00-00  ,  Brown Unit 4  ,  Stevens Carole J.  ,1987,0.00,640.00,13.00,2,Not Listed, 
   31-013-18219-00-00  ,  Brown W 5  ,  Stedman Energy Inc.  ,1987,0.00,20472.00,37.00,12,Not Listed, 
   31-013-20004-00-00  ,  Brown; C 1  ,  Greenway Energy LLC  ,1987,0.00,13181.00,50.00,12,Not Listed, 
   31-037-19651-00-00  ,  Brown; D. 1  ,  United States Gypsum Company  ,1987,0.00,3330.00,0.00,12,Not Listed, 
   31-037-20410-00-00  ,  Brown; D. 2  ,  United States Gypsum Company  ,1987,0.00,2270.00,25.00,12,Not Listed, 
   31-009-17162-00-00  ,  Brown; G 1  ,  Greenway Energy LLC  ,1987,0.00,3151.00,0.00,12,Not Listed, 
   31-009-17160-00-00  ,  Brown; G 2  ,  Greenway Energy LLC  ,1987,0.00,7160.00,0.00,12,Not Listed, 
   31-009-17161-00-00  ,  Brown; G 3  ,  Greenway Energy LLC  ,1987,0.00,2433.00,0.00,12,Not Listed, 
   31-009-17215-00-00  ,  Brown; G 4  ,  Greenway Energy LLC  ,1987,0.00,4627.00,0.00,12,Not Listed, 
   31-009-18166-00-00  ,  Brown; G 5  ,  Greenway Energy LLC  ,1987,0.00,5226.00,0.00,12,Not Listed, 
   31-009-17216-00-00  ,  Brown; G 6  ,  Greenway Energy LLC  ,1987,0.00,5273.00,0.00,12,Not Listed, 
   31-013-18157-00-00  ,  Bruce; R 1  ,  Greenway Energy LLC  ,1987,0.00,6666.00,0.00,12,Not Listed, 
   31-013-18158-00-00  ,  Bruce; R 2  ,  Greenway Energy LLC  ,1987,0.00,8051.00,0.00,12,Not Listed, 
   31-013-17639-00-00  ,  Brumagin 1  ,  N.E.A. Cross of N.Y. Inc.  ,1987,0.00,944.00,0.00,8,Not Listed, 
   31-013-17703-00-00  ,  Brumagin; C 1  ,  Estate of Robert J. Burick  ,1987,0.00,0.00,0.00,0,Not Listed, 
   31-037-14421-00-00  ,  Bruning 1  ,  Bruning Ward A. & Saundra L.  ,1987,0.00,639.00,0.00,12,Not Listed, 
   31-029-14586-00-00  ,  Bruning 2  ,  Bruning Ward A. & Saundra L.  ,1987,0.00,510.00,0.00,4,Not Listed, 
   31-037-20530-00-00  ,  Bruning; D. 1  ,  United States Gypsum Company  ,1987,0.00,0.00,0.00,0,Not Listed, 
   31-029-19716-00-00  ,  Brusehaber 1  ,  Stedman Energy Inc.  ,1987,0.00,1852.00,0.00,4,Not Listed, 
   31-029-20065-00-00  ,  Brusehaber 2  ,  Stedman Energy Inc.  ,1987,0.00,1971.00,0.00,5,Not Listed, 
   31-029-16211-00-00  ,  Brzezicki 1  ,  Stedman Energy Inc.  ,1987,0.00,539.00,6.00,2,Not Listed, 
   31-037-20443-00-00  ,  Brzezniak 2  ,  United States Gypsum Company  ,1987,0.00,726.00,52.00,5,Not Listed, 
   31-029-20409-00-00  ,  Buchner 1  ,  Stedman Energy Inc.  ,1987,0.00,14858.00,0.00,12,Not Listed, 
   31-009-17113-00-00  ,  Buck 1  ,  Stedman Energy Inc.  ,1987,0.00,3240.00,2.00,9,Not Listed, 
   31-037-17483-00-00  ,  Buckenmeyer 1  ,  PPP Future Development Inc.  ,1987,0.00,0.00,0.00,0,Not Listed, 
   31-037-17484-00-00  ,  Buckenmeyer 2  ,  PPP Future Development Inc.  ,1987,0.00,0.00,0.00,0,Not Listed, 
   31-029-08155-00-00  ,  Buerger (Full Gospel) 997-I  ,  PPP Future Development Inc.  ,1987,0.00,8246.00,0.00,12,Not Listed, 
   31-013-18369-00-00  ,  Buesink 731  ,  Greenway Energy LLC  ,1987,0.00,263.00,62.00,12,Not Listed, 
   31-029-15490-00-00  ,  Buffalo Creek 1  ,  Weil Resources Inc.  ,1987,0.00,0.00,0.00,12,Not Listed, 
   31-029-15046-00-00  ,  Buffalo Creek 4  ,  Weil Resources Inc.  ,1987,0.00,2504.00,0.00,0,Not Listed, 
   31-029-60317-00-00  ,  Buffalo S&G 1280-I  ,  Greenway Energy LLC  ,1987,0.00,6359.00,0.00,12,Not Listed, 
   31-009-16918-00-00  ,  Bugenhagen 1  ,  Greenway Energy LLC  ,1987,0.00,3264.00,0.00,10,Not Listed, 
   31-009-16919-00-00  ,  Bugenhagen 2  ,  Greenway Energy LLC  ,1987,0.00,4708.00,0.00,10,Not Listed, 
   31-013-16857-00-00  ,  Bulkin Unit 1  ,  PPP Future Development Inc.  ,1987,0.00,7554.00,100.00,12,Not Listed, 
   31-013-13575-00-00  ,  Bull 1212  ,  Greenway Energy LLC  ,1987,0.00,3008.00,0.00,12,Not Listed, 
   31-013-17951-00-00  ,  Bunce; B 1  ,  Greenway Energy LLC  ,1987,0.00,28469.00,0.00,12,Not Listed, 
   31-013-17815-00-00  ,  Bunce; B 2  ,  Greenway Energy LLC  ,1987,0.00,58666.00,20.00,12,Not Listed, 
   31-013-17801-00-00  ,  Bunce; B 3  ,  Greenway Energy LLC  ,1987,0.00,10971.00,0.00,12,Not Listed, 
   31-013-20834-00-00  ,  Bunce; B 4  ,  Greenway Energy LLC  ,1987,18616.00,18616.00,0.00,6,Not Listed, 
   31-013-18121-00-00  ,  Bunce; M 1  ,  Greenway Energy LLC  ,1987,0.00,4038.00,0.00,12,Not Listed, 
   31-013-18235-00-00  ,  Bunce; M 2  ,  Greenway Energy LLC  ,1987,0.00,14261.00,0.00,12,Not Listed, 
   31-029-20875-00-00  ,  Buonanno 1  ,  Stedman Energy Inc.  ,1987,0.00,7530.00,0.00,7,Not Listed, 
   31-013-14807-00-00  ,  Burbules 1  ,  Stedman Energy Inc.  ,1987,0.00,2295.00,0.00,9,Not Listed, 
   31-013-04356-00-00  ,  Burbules 2 (Gravit 1)  ,  Stedman Energy Inc.  ,1987,0.00,825.00,0.00,8,Not Listed, 
   31-029-18266-00-00  ,  Burczynski 2  ,  United States Gypsum Company  ,1987,0.00,2544.00,0.00,12,Not Listed, 
   31-013-10526-00-00  ,  Burgan Raymond 1  ,  Greenway Energy LLC  ,1987,0.00,0.00,0.00,0,Not Listed, 
   31-013-11803-00-00  ,  Burger 1277  ,  Greenway Energy LLC  ,1987,0.00,600.00,0.00,3,Not Listed, 
   31-013-11804-00-00  ,  Burger 1278  ,  Greenway Energy LLC  ,1987,0.00,600.00,0.00,3,Not Listed, 
   31-013-14366-00-00  ,  Burgess; W 1  ,  Greenway Energy LLC  ,1987,0.00,1568.00,0.00,3,Not Listed, 
   31-013-17119-00-00  ,  Burgett; W 1  ,  PPP Future Development Inc.  ,1987,0.00,2014.00,0.00,12,Not Listed, 
   31-013-19227-00-00  ,  Burghardt 1  ,  Ellington Energy Inc.  ,1987,0.00,1273.00,10.00,12,Not Listed, 
   31-013-11422-00-00  ,  Burgon 2  ,  Greenway Energy LLC  ,1987,0.00,2412.00,25.00,12,Not Listed, 
   31-013-10841-00-00  ,  Burgun 1166  ,  Greenway Energy LLC  ,1987,0.00,3009.00,17.00,12,Not Listed, 
   31-013-10578-00-00  ,  Burgun Raymond 2  ,  Greenway Energy LLC  ,1987,0.00,0.00,0.00,0,Not Listed, 
   31-029-20749-00-00  ,  Burke 1  ,  Stedman Energy Inc.  ,1987,0.00,2125.00,0.00,10,Not Listed, 
   31-029-20757-00-00  ,  Burke 2  ,  Stedman Energy Inc.  ,1987,0.00,3149.00,0.00,12,Not Listed, 
   31-029-20771-00-00  ,  Burke 3  ,  Stedman Energy Inc.  ,1987,0.00,3061.00,15.00,10,Not Listed, 
   31-037-13917-00-00  ,  Burkhardt 1  ,  United States Gypsum Company  ,1987,0.00,1491.00,0.00,12,Not Listed, 
   31-037-17398-00-00  ,  Burkhardt; J. 1  ,  United States Gypsum Company  ,1987,0.00,10537.00,0.00,12,Not Listed, 
   31-037-20450-00-00  ,  Burkhardt; J. 2  ,  United States Gypsum Company  ,1987,0.00,0.00,0.00,0,Not Listed, 
   31-013-11539-00-00  ,  Burlett 1238  ,  Thompson Diana & Glenn  ,1987,0.00,2412.00,38.00,12,Not Listed, 
   31-069-04091-00-00  ,  Burlingham 1  ,  Empire Exploration Inc.  ,1987,0.00,0.00,0.00,0,Not Listed, 
   31-013-10469-00-00  ,  Burnett Albert T 1  ,  Greenway Energy LLC  ,1987,0.00,0.00,0.00,0,Not Listed, 
   31-003-00471-00-00  ,  Burns T (2317) SC-517  ,  National Fuel Gas Supply Corporation  ,1987,0.00,0.00,0.00,0,Not Listed, 
   31-013-11640-00-00  ,  Burnside 1  ,  Morse John R.  ,1987,0.00,4202.00,0.00,12,Not Listed, 
   31-013-16869-00-00  ,  Burnside 2  ,  PPP Future Development Inc.  ,1987,0.00,4846.00,38.00,7,Not Listed, 
   31-009-19726-00-00  ,  Burroughs-Grim 1  ,  Stedman Energy Inc.  ,1987,0.00,9979.00,2.00,9,Not Listed, 
   31-011-04241-00-00  ,  Burtless 1 (791-1)  ,  Greenway Energy LLC  ,1987,0.00,3050.00,0.00,12,Not Listed, 
   31-011-04493-00-00  ,  Burtless 2 (793-1)  ,  Greenway Energy LLC  ,1987,0.00,2630.00,0.00,12,Not Listed, 
   31-013-15363-00-00  ,  Busan 1  ,  PPP Future Development Inc.  ,1987,0.00,476.00,1.00,1,Not Listed, 
   31-013-11120-00-00  ,  Buseck 1  ,  Greenway Energy LLC  ,1987,0.00,0.00,0.00,0,Not Listed, 
   31-009-18091-00-00  ,  Busekist; R 2  ,  Greenway Energy LLC  ,1987,0.00,4240.00,0.00,12,Not Listed, 
